title,type,release_year,age_certification,runtime,genre,production_countries,seasons,imdb_votes,tmdb_popularity,average_score
Escape from Mr. Lemoncello's Library,MOVIE,2017,G,69,fantasy,"['CA', 'US']",,465.0,6.236,5.76
Hajwala: The Missing Engine,MOVIE,2016,R,96,drama,['AE'],,255.0,1.389,4.29
Barbie: Dolphin Magic,MOVIE,2017,G,63,fantasy,['CA'],,,11.038,7.03
Wetlands,MOVIE,2017,,98,thriller,['US'],,526.0,5.652,4.815
Posesif,MOVIE,2017,,102,drama,['ID'],,920.0,4.901,7.71
The Last Hour,MOVIE,2017,,118,crime,['PE'],,522.0,3.163,6.71
Out of Blue,MOVIE,2019,,109,drama,['GB'],,1891.0,10.333,5.285
Errementari: The Blacksmith and the Devil,MOVIE,2018,,98,drama,"['ES', 'FR']",,11653.0,15.977,6.56965
My Travel Buddy,MOVIE,2017,PG-13,115,comedy,['TR'],,6747.0,6.46,6.115
Turkish Dance School,MOVIE,2017,PG-13,106,comedy,['TR'],,2202.0,4.629,5.775
In the Family,MOVIE,2017,PG-13,124,comedy,['TR'],,23542.0,6.241,7.4028
Long Shot,MOVIE,2017,,40,documentation,['US'],,7857.0,4.708,7.485
Joan Didion: The Center Will Not Hold,MOVIE,2017,,92,documentation,['US'],,2622.0,5.069,7.395
The Painted Bird,MOVIE,2019,,169,drama,"['CZ', 'SK', 'UA']",,5774.0,7.614,7.390000000000001
The Reservoir Game,MOVIE,2017,,100,documentation,['KR'],,35.0,1.569,7.460000000000001
Def Comedy Jam 25,MOVIE,2017,,81,comedy,['US'],,1101.0,3.539,6.545
The Most Assassinated Woman in the World,MOVIE,2018,,102,thriller,"['BE', 'GB', 'US']",,1092.0,4.162,5.49
Girls with Balls,MOVIE,2019,,77,horror,"['BE', 'FR']",,3272.0,11.913,4.385
The Milk System,MOVIE,2018,,90,documentation,"['DE', 'IT']",,532.0,1.613,6.97
Interview with a Serial Killer,MOVIE,2008,PG-13,44,documentation,['US'],,611.0,1.378,5.745
Tau,MOVIE,2018,R,97,scifi,['US'],,31218.0,10.801,6.1899999999999995
Bonboné,MOVIE,2018,,15,comedy,"['LB', 'PS']",,,0.899,1.9
Jack Whitehall: At Large,MOVIE,2017,,67,comedy,['GB'],,2164.0,4.192,7.095
Voyeur,MOVIE,2017,R,95,documentation,['US'],,6097.0,9.593,6.25
Splatter,MOVIE,2009,,29,horror,['US'],,,0.989,4.0600000000000005
Rodney Carrington: Here Comes the Truth,MOVIE,2017,,66,comedy,['XX'],,164.0,1.615,5.045
Smaller and Smaller Circles,MOVIE,2017,,111,crime,['PH'],,239.0,1.444,6.640000000000001
Patton Oswalt: Annihilation,MOVIE,2017,,66,comedy,['US'],,2377.0,4.314,7.295
Qarib Qarib Singlle,MOVIE,2017,,125,comedy,['IN'],,8327.0,3.291,7.29
Christina P: Mother Inferior,MOVIE,2017,,59,comedy,['US'],,1001.0,1.906,6.445
Bullet Head,MOVIE,2017,R,94,thriller,"['BG', 'US']",,10149.0,10.812,5.405
Seven Sundays,MOVIE,2017,,128,drama,['PH'],,467.0,3.214,8.17
All the Reasons to Forget,MOVIE,2017,,90,romance,['BR'],,526.0,3.5,6.885
Sleepwalker,MOVIE,2017,,88,thriller,['US'],,1040.0,9.022,5.215
"El Especial de Alex Fernández, el Especial",MOVIE,2017,,52,comedy,['MX'],,74.0,0.954,6.865
The Collection,MOVIE,2012,R,82,thriller,['US'],,49159.0,21.406,6.385
A Wedding Wonderland,MOVIE,2017,PG,90,romance,['US'],,615.0,7.182,5.385
Blow,MOVIE,2001,R,124,crime,['US'],,258431.0,24.348,7.58
Something Huge,MOVIE,2017,,86,comedy,['ES'],,483.0,2.809,4.41
Sollers Point,MOVIE,2017,R,101,drama,"['FR', 'US']",,700.0,3.73,5.87
Too Funny to Fail: The Life & Death of The Dana Carvey Show,MOVIE,2017,,95,comedy,['US'],,1554.0,6.426,7.859999999999999
"Soul on Ice: Past, Present and Future",MOVIE,2017,,86,documentation,"['CA', 'US']",,48.0,2.773,8.1
Saving Capitalism,MOVIE,2017,,73,documentation,['US'],,3213.0,4.267,6.869999999999999
Ramen Heads,MOVIE,2017,,93,documentation,['JP'],,630.0,1.013,6.880000000000001
A Christmas Prince,MOVIE,2017,PG,92,romance,['US'],,19514.0,10.442,6.32
Eli,MOVIE,2019,R,98,horror,['US'],,35214.0,31.78,6.1
Dogman,MOVIE,2018,,103,thriller,['IT'],,26091.0,11.887,7.52
The Unicorn,MOVIE,2019,,88,comedy,['US'],,1119.0,4.178,5.21
Singapore,MOVIE,1960,,158,drama,['IN'],,84.0,0.792,6.535
Mumbai Meri Jaan,MOVIE,2008,PG-13,119,drama,['IN'],,6354.0,2.955,7.455
The Mummy: Tomb of the Dragon Emperor,MOVIE,2008,PG-13,116,fantasy,"['CA', 'CN', 'DE', 'US']",,157718.0,32.845,5.53
The Stolen,MOVIE,2017,,98,western,"['DE', 'GB', 'NZ']",,1330.0,6.15,5.625
Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,R,84,comedy,['US'],,1447.0,2.281,7.73
Animas,MOVIE,2018,,83,thriller,"['BE', 'ES']",,,9.733,5.41
Trolls Holiday,MOVIE,2017,PG,26,fantasy,[],,2764.0,21.838,6.5649999999999995
Paan Singh Tomar,MOVIE,2012,PG,135,drama,['IN'],,36077.0,4.424,7.93
After Everything,MOVIE,2018,,95,romance,['US'],,1479.0,4.421,6.76
Constructing Albert,MOVIE,2017,,82,documentation,"['EE', 'ES']",,45.0,1.231,7.0
Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,,108,documentation,['US'],,448.0,4.214,7.58
Day of the Dead: Bloodline,MOVIE,2017,R,90,horror,"['BG', 'US']",,11909.0,19.869,4.27
Pottersville,MOVIE,2017,,85,comedy,['US'],,4696.0,6.949,5.45
The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,,124,drama,"['FR', 'GB', 'US']",,45626.0,12.645,7.525
The Bros,MOVIE,2017,,102,comedy,['KR'],,664.0,4.403,6.475
The Open House,MOVIE,2018,,94,thriller,['US'],,34156.0,13.15,3.815
Second Chance Christmas,MOVIE,2017,G,87,comedy,['US'],,666.0,5.365,5.685
Notes on a Scandal,MOVIE,2006,R,92,drama,['GB'],,78084.0,13.052,7.395
Alexis de Anda: Mea Culpa,MOVIE,2017,,54,comedy,['MX'],,101.0,0.728,4.885
DeRay Davis: How to Act Black,MOVIE,2017,PG,66,comedy,['US'],,432.0,2.337,6.295
Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,,61,comedy,['US'],,681.0,1.985,6.4399999999999995
Obey Giant,MOVIE,2017,,90,documentation,['US'],,414.0,1.709,6.984999999999999
Love and Shukla,MOVIE,2017,,117,romance,['IN'],,960.0,1.695,7.84
Sara's Notebook,MOVIE,2018,R,115,thriller,['ES'],,2725.0,9.543,6.195
Ujala,MOVIE,1959,,142,romance,['IN'],,78.0,0.84,6.5
The Awakening of Motti Wolkenbruch,MOVIE,2018,,94,comedy,"['CH', 'DE']",,4330.0,8.709,6.365
A Witches' Ball,MOVIE,2017,PG,90,fantasy,['CA'],,386.0,5.151,6.0649999999999995
Paradise Hills,MOVIE,2019,,95,scifi,"['ES', 'US']",,22454.0,17.062,5.8599
Judd Apatow: The Return,MOVIE,2017,,69,comedy,['US'],,1321.0,5.846,6.4350000000000005
A Very Country Christmas,MOVIE,2017,G,83,drama,"['CA', 'US']",,1640.0,5.576,6.425000000000001
Buddies,MOVIE,2013,,94,drama,['BR'],,1082.0,3.198,6.855
F.R.E.D.I.,MOVIE,2018,,89,scifi,['XX'],,1018.0,4.275,5.83
River's Edge,MOVIE,2018,,118,drama,['JP'],,952.0,4.043,6.21
Nothing to Hide,MOVIE,2018,,93,drama,"['BE', 'FR', 'IT']",,15185.0,13.897,6.825
The 3rd Eye,MOVIE,2017,,107,horror,['ID'],,1405.0,8.045,5.525
El Camino Christmas,MOVIE,2017,,89,comedy,['US'],,8830.0,8.462,5.87
Christmas Inheritance,MOVIE,2017,,105,romance,['US'],,11720.0,13.655,6.1850000000000005
The Christmas Calendar,MOVIE,2017,,83,family,['CA'],,1312.0,6.587,6.15
The Chase,MOVIE,2017,,110,thriller,['KR'],,3020.0,8.707,6.859999999999999
Forgotten,MOVIE,2017,,109,thriller,['KR'],,31208.0,33.53,7.8
The Trader,MOVIE,2018,,23,documentation,['GE'],,,7.621,7.03
Verses of Love 2,MOVIE,2017,,125,drama,['ID'],,609.0,2.821,6.3100000000000005
Christmas Solo,MOVIE,2017,,90,romance,['CA'],,782.0,5.347,6.1899999999999995
The Meaning of Monty Python,MOVIE,2013,,60,documentation,['US'],,,2.898,7.75
Soorma,MOVIE,2018,PG-13,131,drama,['IN'],,5183.0,2.446,7.525
Lost Girls & Love Hotels,MOVIE,2020,R,97,drama,"['JP', 'US']",,4266.0,12.734,5.140000000000001
The Miseducation of Cameron Post,MOVIE,2018,,92,drama,"['GB', 'US']",,21381.0,17.317,6.949999999999999
DreamWorks Home: For the Holidays,MOVIE,2017,PG-13,45,scifi,['GB'],,149.0,5.629,5.24
The Art of Self-Defense,MOVIE,2019,R,104,thriller,['US'],,36668.0,8.749,6.77
A StoryBots Christmas,MOVIE,2017,,25,animation,['US'],,160.0,3.828,6.1899999999999995
48 Christmas Wishes,MOVIE,2017,,84,family,['CA'],,1105.0,8.282,4.88
Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,,84,animation,['CA'],,456.0,6.488,5.57
Potato Potahto,MOVIE,2017,,104,comedy,['GH'],,212.0,1.829,3.8099999999999996
Naruto Shippuden the Movie: Bonds,MOVIE,2008,PG-13,90,fantasy,['JP'],,4551.0,109.752,7.140000000000001
A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,MOVIE,2017,,21,,"['FR', 'JP', 'KR']",,,0.605,9.1
Ophelia,MOVIE,2019,PG-13,114,drama,"['GB', 'US']",,10357.0,17.715,7.085
Colette,MOVIE,2018,R,111,drama,"['GB', 'US']",,22686.0,16.45,7.0
Craig Ferguson: Tickle Fight,MOVIE,2017,,66,comedy,['US'],,999.0,3.105,6.59
The Wolf's Call,MOVIE,2019,,115,thriller,['FR'],,17468.0,15.545,7.37
Todd Barry: Spicy Honey,MOVIE,2017,,60,comedy,['US'],,855.0,2.682,7.1850000000000005
American Animals,MOVIE,2018,R,117,drama,"['GB', 'US']",,43913.0,10.07,7.0600000000000005
Monsters and Men,MOVIE,2018,R,96,drama,['US'],,2359.0,5.475,6.2
Monster,MOVIE,2021,R,98,drama,"['CA', 'US']",,5770.0,14.441,6.675000000000001
And Breathe Normally,MOVIE,2018,,102,drama,"['BE', 'IS', 'SE']",,3073.0,5.774,7.055000000000001
The Kindergarten Teacher,MOVIE,2018,R,96,drama,['US'],,15974.0,15.809,6.82
Time Share,MOVIE,2018,,96,horror,"['MX', 'NL']",,2793.0,5.96,5.970000000000001
"Ram Dass, Going Home",MOVIE,2017,PG-13,31,documentation,['US'],,,4.594,5.95
Scary Stories to Tell in the Dark,MOVIE,2019,PG-13,108,horror,"['CA', 'CN', 'US']",,74754.0,36.326,6.525
The Gift,MOVIE,2017,,85,drama,['TZ'],,25.0,1.03,8.1
Contraband,MOVIE,2012,R,109,action,"['FR', 'GB', 'US']",,122383.0,46.41,6.535
Marie Antoinette,MOVIE,2006,PG-13,123,drama,"['FR', 'JP', 'US']",,109528.0,19.419,6.765000000000001
Facing Mecca,MOVIE,2017,,25,drama,['CH'],,,1.608,6.04
Dilan 1990,MOVIE,2018,,109,drama,['ID'],,3332.0,4.878,7.375
Mirai,MOVIE,2018,PG,94,fantasy,['JP'],,14983.0,52.562,7.24
Minding the Gap,MOVIE,2018,,93,documentation,['US'],,9413.0,7.491,8.01
Crime + Punishment,MOVIE,2018,,111,documentation,['US'],,649.0,3.956,7.44
Kusama : Infinity,MOVIE,2018,,80,documentation,"['JP', 'US']",,992.0,6.194,7.525
Seeing Allred,MOVIE,2018,,96,documentation,['US'],,1357.0,5.877,7.205
Three Identical Strangers,MOVIE,2018,PG-13,96,documentation,['GB'],,34465.0,15.652,7.63
Russell Howard: Recalibrate,MOVIE,2017,,69,comedy,['GB'],,1621.0,3.065,7.755
Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,,72,documentation,['CA'],,2665.0,4.334,6.675000000000001
Ladies First,MOVIE,2017,G,39,documentation,['IN'],,25.0,5.889,5.825
Godzilla: City on the Edge of Battle,MOVIE,2018,PG-13,105,animation,['JP'],,4896.0,19.716,6.325
A Futile and Stupid Gesture,MOVIE,2018,,101,comedy,['US'],,16158.0,10.633,6.775
Christmas Wedding Planner,MOVIE,2017,PG,86,romance,['CA'],,5978.0,11.745,5.125
RBG,MOVIE,2018,PG,98,documentation,['US'],,14182.0,8.258,7.72
Christmas in the Heartland,MOVIE,2017,,90,family,['US'],,1435.0,5.296,6.234999999999999
Aiyaary,MOVIE,2018,,157,thriller,['IN'],,4732.0,5.373,5.62
Dovlatov,MOVIE,2018,PG-13,126,drama,"['PL', 'RS', 'RU']",,1994.0,3.554,6.58
Ex-Shaman,MOVIE,2018,,81,documentation,['BR'],,253.0,1.688,7.0649999999999995
Fanatyk,MOVIE,2017,,33,drama,['PL'],,,2.157,7.03
Beat Bugs: All Together Now,MOVIE,2017,,50,animation,['US'],,,2.312,5.95
Kabhi Khushi Kabhie Gham,MOVIE,2001,G,210,drama,['IN'],,49273.0,13.699,7.755
Pahuna: The Little Visitors,MOVIE,2017,,138,drama,"['IN', 'NP']",,403.0,2.346,7.895
Benji,MOVIE,2018,PG,87,drama,"['AE', 'US']",,4774.0,17.811,6.8
Perú: Tesoro Escondido,MOVIE,2017,,76,documentation,['PE'],,527.0,10.669,7.1499999999999995
Zero,MOVIE,2018,,180,romance,['IN'],,27346.0,6.89,5.484999999999999
Mustang Island,MOVIE,2017,,86,comedy,['US'],,537.0,2.194,6.390000000000001
BuyBust,MOVIE,2018,,127,thriller,['PH'],,1902.0,4.931,6.050000000000001
Blanche Gardin: I Talk to Myself,MOVIE,2017,,88,comedy,['FR'],,136.0,4.527,7.96
Mass Effect: Paragon Lost,MOVIE,2012,PG,84,scifi,"['JP', 'US']",,,6.248,6.760000000000001
Maktub,MOVIE,2017,PG-13,100,drama,['IL'],,2743.0,3.088,7.390000000000001
Drive,MOVIE,2019,,147,thriller,['IN'],,7671.0,19.937,4.48
Aniara,MOVIE,2019,R,106,drama,"['DK', 'SE', 'US']",,8698.0,10.133,6.345000000000001
C Kkompany,MOVIE,2008,,130,comedy,['IN'],,1136.0,1.831,5.8149999999999995
Deliha 2,MOVIE,2018,G,106,comedy,['TR'],,2594.0,5.949,5.505000000000001
When We First Met,MOVIE,2018,PG-13,97,fantasy,['US'],,48885.0,15.879,6.67
Sanju,MOVIE,2018,,159,drama,"['IN', 'US']",,52227.0,6.803,7.68
Come Sunday,MOVIE,2018,,106,drama,['US'],,2307.0,5.725,6.109999999999999
Vice,MOVIE,2018,R,132,comedy,['US'],,139439.0,16.962,7.27655
The Drug King,MOVIE,2018,,139,crime,['KR'],,3159.0,15.052,6.42915
Tom Segura: Disgraceful,MOVIE,2018,PG-13,74,comedy,['US'],,3851.0,4.896,7.4
Katt Williams: Great America,MOVIE,2018,,60,comedy,['US'],,940.0,3.016,6.075
Shirkers,MOVIE,2018,,96,documentation,"['GB', 'SG', 'US']",,5145.0,6.081,7.575
Alejandro Riaño: Especial de stand up,MOVIE,2018,,60,comedy,['CO'],,69.0,1.47,5.2
Pandas,MOVIE,2018,G,40,documentation,['US'],,380.0,5.658,7.89
Won't You Be My Neighbor?,MOVIE,2018,PG-13,95,documentation,['US'],,25061.0,8.47,8.344999999999999
The Resistance Banker,MOVIE,2018,R,124,drama,['NL'],,9470.0,12.425,6.965
Milada,MOVIE,2017,,130,drama,"['CZ', 'US']",,1331.0,8.556,6.8
Bad Seeds,MOVIE,2018,,100,comedy,['FR'],,5461.0,7.032,7.66
Mr. Chandramouli,MOVIE,2018,,122,romance,['IN'],,236.0,1.062,5.165
Harith Iskander: I Told You So,MOVIE,2018,,61,comedy,['US'],,173.0,2.411,5.275
The Titan,MOVIE,2018,R,97,scifi,"['ES', 'GB', 'US']",,30698.0,17.97,5.33
Duck Butter,MOVIE,2018,,94,comedy,['US'],,3978.0,10.766,5.575
Arango y Sanint: Ríase el show,MOVIE,2018,,62,comedy,['CO'],,42.0,1.218,4.3
Retablo,MOVIE,2018,,95,drama,"['DE', 'NO', 'PE']",,1763.0,3.461,7.625
Jonaki,MOVIE,2018,,96,fantasy,"['FR', 'IN', 'SG']",,255.0,0.905,6.6899999999999995
Aapla Manus,MOVIE,2018,,132,drama,['IN'],,933.0,1.654,6.52
Eve's Apple,MOVIE,2017,,90,documentation,['ES'],,87.0,1.65,6.325
Private Life,MOVIE,2018,R,123,comedy,['US'],,19023.0,7.974,7.25
Lords of Chaos,MOVIE,2018,R,118,thriller,"['GB', 'NO', 'SE']",,15353.0,9.02,6.8149999999999995
MILF,MOVIE,2018,,101,comedy,['FR'],,6223.0,15.44,5.555
Madness in the Desert,MOVIE,2004,,141,documentation,['IN'],,379.0,1.948,7.85
Unexpectedly Yours,MOVIE,2017,,120,comedy,['PH'],,180.0,2.461,7.225
The Devil All the Time,MOVIE,2020,R,138,crime,['US'],,122321.0,22.872,7.335
Love Is a Story,MOVIE,2015,,107,romance,['RO'],,365.0,1.654,6.65
My Birthday Song,MOVIE,2018,,95,thriller,['IN'],,282.0,0.712,5.775
Todd Glass: Act Happy,MOVIE,2018,,62,comedy,['US'],,368.0,2.254,5.615
Irreplaceable You,MOVIE,2018,,96,drama,['US'],,9583.0,11.732,6.85
Ricardo Quevedo: Hay gente así,MOVIE,2018,,58,comedy,['CO'],,105.0,1.258,6.8
Garbage,MOVIE,2018,,105,thriller,['IN'],,1016.0,1.112,4.24
The Silence of Others,MOVIE,2019,,95,documentation,"['CA', 'ES', 'FR', 'US']",,2096.0,9.886,8.19
Awe!,MOVIE,2018,,115,romance,['IN'],,5054.0,1.739,7.5
Sebastián Marcelo Wainraich,MOVIE,2018,,49,comedy,['AR'],,106.0,1.03,6.625
Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,,57,comedy,['MX'],,81.0,1.4,6.640000000000001
Fakkah Fuzz: Almost Banned,MOVIE,2018,,60,comedy,['XX'],,57.0,1.806,4.625
I'm Thinking of Ending Things,MOVIE,2020,R,134,drama,['US'],,83093.0,17.61,6.77
Looking Glass,MOVIE,2018,R,103,thriller,"['CA', 'US']",,6730.0,15.859,4.915
The Mitchells vs. the Machines,MOVIE,2021,PG,109,comedy,['US'],,103825.0,35.602,7.8999999999999995
Ode to Joy,MOVIE,2019,R,98,drama,['US'],,5727.0,8.769,6.484999999999999
Adrift,MOVIE,2018,PG-13,96,action,"['HK', 'IS', 'US']",,55597.0,17.991,6.905
We the Animals,MOVIE,2018,R,94,drama,['US'],,4303.0,6.702,6.875
Seven Stages to Achieve Eternal Bliss,MOVIE,2020,,93,horror,['US'],,921.0,4.162,5.685
The Week Of,MOVIE,2018,PG-13,116,comedy,['US'],,21855.0,10.24,5.53
Liberated: The New Sexual Revolution,MOVIE,2017,,84,documentation,"['MX', 'US']",,1502.0,4.198,6.47
The Breaker Upperers,MOVIE,2018,,82,comedy,['NZ'],,6123.0,7.605,5.790000000000001
Paradox,MOVIE,2018,,73,western,['US'],,713.0,5.157,4.07
The Tree of Blood,MOVIE,2018,,130,drama,['ES'],,3007.0,8.739,6.575
Kavin Jay : Everybody Calm Down!,MOVIE,2018,,53,comedy,['XX'],,236.0,1.655,5.52
Fred Armisen: Standup for Drummers,MOVIE,2018,,65,music,['US'],,1294.0,4.256,6.1899999999999995
Dazzling Mirage,MOVIE,2014,,90,romance,['NG'],,,1.76,
Natalia Valdebenito: El especial,MOVIE,2018,,76,comedy,['CL'],,84.0,1.031,6.285
The Dunes,MOVIE,2021,,84,thriller,['AU'],,104.0,2.646,3.9
Little Monsters,MOVIE,2019,R,94,horror,"['AU', 'GB', 'US']",,16822.0,13.711,6.619999999999999
The Bank Job,MOVIE,2008,R,112,thriller,"['AU', 'GB', 'US']",,180171.0,19.129,7.16
#FriendButMarried,MOVIE,2018,,102,romance,['ID'],,714.0,1.257,6.915
Jaal,MOVIE,1986,,159,action,['IN'],,125.0,3.366,5.35
The Package,MOVIE,2018,R,94,comedy,['US'],,17858.0,20.72,5.95
Killing Them Softly,MOVIE,2012,R,104,crime,['US'],,141289.0,15.681,6.300000000000001
The Mountain,MOVIE,2019,,106,drama,['US'],,1565.0,4.299,5.59
This One's for the Ladies,MOVIE,2019,NC-17,83,documentation,['US'],,151.0,1.923,4.930000000000001
Sabrina,MOVIE,2018,,98,horror,"['ID', 'MY', 'SG']",,1757.0,19.396,4.935
Malena Pichot: Estupidez compleja,MOVIE,2018,,50,comedy,['AR'],,361.0,2.657,5.734999999999999
How to Be Really Bad,MOVIE,2018,,100,comedy,['DE'],,1152.0,12.867,6.705
Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,,89,comedy,['CO'],,223.0,6.095,5.359999999999999
Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,comedy,['US'],,1416.0,2.314,6.79
Ne Zha,MOVIE,2019,PG-13,110,fantasy,['CN'],,,6.397,8.2
Calibre,MOVIE,2018,,101,thriller,['GB'],,28788.0,9.761,6.825
Sarkar,MOVIE,2018,,164,drama,['IN'],,18453.0,4.559,6.7
6 Balloons,MOVIE,2018,,75,drama,['US'],,4144.0,7.664,6.195
Paris Is Us,MOVIE,2019,,84,drama,['FR'],,1425.0,7.113,4.734999999999999
First Day,MOVIE,2017,,17,drama,['AU'],,15.0,0.84,8.8
The Tribe,MOVIE,2018,,90,comedy,['ES'],,2721.0,9.216,6.234999999999999
Sudani from Nigeria,MOVIE,2018,PG,123,comedy,['IN'],,4159.0,2.372,7.795
Fast Color,MOVIE,2019,PG-13,102,scifi,['US'],,6276.0,8.954,6.2
Little Joe,MOVIE,2019,,106,drama,"['AT', 'DE', 'GB']",,7522.0,9.277,6.055
Donnybrook,MOVIE,2018,R,101,drama,['US'],,2161.0,9.782,5.630000000000001
The Whistlers,MOVIE,2019,,97,thriller,"['DE', 'FR', 'RO', 'SE']",,5464.0,8.317,6.445
First Match,MOVIE,2018,,94,drama,['US'],,2272.0,11.39,6.67
The World Is Yours,MOVIE,2018,R,94,comedy,['FR'],,4342.0,8.637,6.71
All Good,MOVIE,2018,,93,drama,['DE'],,1442.0,1.772,6.495
Derren Brown: Miracle,MOVIE,2018,,73,documentation,['GB'],,1037.0,3.916,6.72
The Skin of the Wolf,MOVIE,2018,,110,romance,['ES'],,3108.0,11.772,5.74
Death on the Nile,MOVIE,2022,PG-13,127,thriller,"['GB', 'US']",,18325.0,386.008,6.725
Wild Nights with Emily,MOVIE,2018,PG-13,84,comedy,['US'],,1209.0,3.958,6.345000000000001
Chris Rock: Tamborine,MOVIE,2018,,64,comedy,['US'],,6982.0,7.743,6.725
Pope Francis: A Man of His Word,MOVIE,2018,PG,96,documentation,"['CH', 'DE', 'FR', 'IT', 'VA']",,2260.0,8.256,6.985
Love per Square Foot,MOVIE,2018,,133,comedy,['IN'],,8273.0,6.028,7.115
Wounds,MOVIE,2019,R,94,horror,['GB'],,18520.0,12.992,4.35
Night of Knots,MOVIE,2018,G,100,comedy,['TR'],,1300.0,1.4,4.82
Kannum Kannum Kollaiyadithaal,MOVIE,2020,,162,comedy,['IN'],,6851.0,5.585,7.41
90 ML,MOVIE,2019,,125,drama,['IN'],,577.0,1.81,4.49
Prospect,MOVIE,2018,R,98,scifi,"['CA', 'US']",,27044.0,13.021,6.395
Sarvam Thaala Mayam,MOVIE,2019,PG,133,drama,['IN'],,1231.0,2.903,7.54
The World to Come,MOVIE,2021,R,105,drama,"['FR', 'RO', 'RU', 'US']",,7434.0,40.855,6.845
Agustín Aristarán: Soy Rada,MOVIE,2018,,60,comedy,['AR'],,126.0,0.745,6.075
Weed the People,MOVIE,2018,,98,documentation,['US'],,344.0,2.786,7.75
Bird Box,MOVIE,2018,R,124,thriller,['US'],,331070.0,47.18,6.905
Take Your Pills,MOVIE,2018,,87,documentation,['US'],,5151.0,11.496,6.619999999999999
Gad Elmaleh: American Dream,MOVIE,2018,,57,comedy,['US'],,1047.0,5.923,7.16
The Forgiven,MOVIE,2018,R,115,thriller,"['GB', 'ZA']",,2479.0,6.197,6.195
Going for Gold,MOVIE,2018,G,89,drama,['AU'],,557.0,7.581,5.91
Vanjagar Ulagam,MOVIE,2018,PG-13,161,thriller,['IN'],,258.0,1.4,5.71
Indian Horse,MOVIE,2018,PG-13,96,drama,['CA'],,2171.0,6.194,7.385
Zion,MOVIE,2018,,10,documentation,['US'],,,6.126,6.8500000000000005
The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,PG-13,99,fantasy,['JP'],,4768.0,29.994,7.47
Feminists: What Were They Thinking?,MOVIE,2018,,86,documentation,['US'],,2233.0,7.764,7.505
Marlon Wayans: Woke-ish,MOVIE,2018,,68,comedy,['US'],,1407.0,5.519,6.585
McQueen,MOVIE,2018,R,111,documentation,['GB'],,8025.0,8.369,7.815
Derren Brown: The Push,MOVIE,2018,,69,reality,[],,3637.0,10.75648,7.625
Awoken,MOVIE,2020,,87,thriller,['AU'],,8571.0,12.212,5.755000000000001
Asphalt Burning,MOVIE,2020,,100,comedy,"['DE', 'NO']",,2315.0,18.974,5.48
Falling for Figaro,MOVIE,2021,,105,romance,"['AU', 'GB', 'US']",,1982.0,5.604,6.76
El club de los buenos infieles,MOVIE,2018,,90,comedy,['ES'],,664.0,3.669,5.545
S Storm,MOVIE,2016,PG-13,90,thriller,"['CN', 'HK']",,721.0,2.201,5.615
Us and Them,MOVIE,2018,,120,drama,['CN'],,4198.0,7.651,7.57
"All's Well, Ends Well",MOVIE,2012,,118,romance,['HK'],,338.0,4.674,5.255
Adel Karam: Live from Beirut,MOVIE,2018,R,59,comedy,['LB'],,150.0,0.84,6.3
Klaus,MOVIE,2019,PG,96,fantasy,['ES'],,143737.0,20.85,8.285
Ricky Gervais: Humanity,MOVIE,2018,R,79,comedy,['GB'],,19752.0,8.01,7.965
Nothing to Lose,MOVIE,2018,PG,130,drama,['BR'],,23031.0,45.267,4.125
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,2017,,22,scifi,['US'],,451.0,13.946,6.595
Harvie and the Magic Museum,MOVIE,2017,,87,family,"['BE', 'CZ', 'RU']",,268.0,2.437,5.415
Chocolate City: Vegas Strip,MOVIE,2016,PG-13,89,drama,['US'],,303.0,4.126,5.275
The Warning,MOVIE,2018,,93,thriller,['ES'],,6356.0,8.052,6.15
Blue Streak,MOVIE,1999,PG-13,93,action,"['DE', 'US']",,82067.0,18.94,6.53
HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,,124,action,['JP'],,396.0,3.198,7.515000000000001
Alone,MOVIE,2020,R,98,thriller,['US'],,18281.0,112.631,6.4350000000000005
Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,,77,comedy,"['CL', 'MX', 'US']",,71.0,1.061,5.6
Bethany Hamilton: Unstoppable,MOVIE,2019,PG,99,documentation,['US'],,736.0,2.099,7.755
All About Nina,MOVIE,2018,R,97,drama,['US'],,2725.0,6.419,6.300000000000001
Diane,MOVIE,2019,,96,drama,['US'],,1502.0,5.579,6.6899999999999995
The Rachel Divide,MOVIE,2018,,104,documentation,['US'],,2558.0,3.726,6.4399999999999995
Mapplethorpe,MOVIE,2018,,102,drama,['US'],,1497.0,4.939,6.52
End Game,MOVIE,2018,,40,documentation,['US'],,,5.866,7.48
Penalty Kick,MOVIE,2018,PG-13,89,comedy,"['CO', 'MX']",,283.0,5.405,4.734999999999999
