title,type,release_year,age_certification,runtime,genre,production_countries,seasons,imdb_votes,tmdb_popularity,average_score
Kilometers and Kilometers,MOVIE,2020,,129,action,['IN'],,1592.0,2.453,6.17
The Block Island Sound,MOVIE,2021,,98,scifi,['US'],,7778.0,8.983,5.535
Freaks – You're One of Us,MOVIE,2020,NC-17,93,fantasy,['DE'],,5809.0,11.865,5.765000000000001
Fear Street: 1666,MOVIE,2021,R,114,thriller,['US'],,,89.695,7.57
The Babysitter: Killer Queen,MOVIE,2020,R,101,comedy,['US'],,38684.0,83.924,6.28
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,MOVIE,2020,,59,documentation,['AU'],,6.0,0.67,6.0
Any Crybabies Around?,MOVIE,2020,,106,drama,['JP'],,168.0,1.529,5.75
Maniyarayile Ashokan,MOVIE,2020,,110,drama,['IN'],,1261.0,2.534,4.470000000000001
Death of Me,MOVIE,2020,R,95,horror,"['TH', 'US']",,6176.0,36.207,4.95
Zappa,MOVIE,2020,,129,documentation,['US'],,,9.191,7.66
Santana,MOVIE,2020,,106,action,"['AO', 'ZA']",,984.0,7.095,4.92
Monster Run,MOVIE,2020,,104,fantasy,"['CN', 'HK']",,417.0,4.601,5.26
Jiu Jitsu,MOVIE,2020,R,102,action,"['CY', 'US']",,8693.0,96.709,4.2
Ainu Mosir,MOVIE,2020,,84,drama,"['CN', 'JP', 'US']",,236.0,1.177,6.949999999999999
The Vanished,MOVIE,2020,R,115,thriller,['US'],,10378.0,13.281,6.050000000000001
Andre and His Olive Tree,MOVIE,2020,,104,documentation,['SG'],,207.0,1.519,6.1
Dark Forces,MOVIE,2020,,81,horror,['MX'],,597.0,4.03,3.785
Black Beach,MOVIE,2020,,115,drama,"['BE', 'ES', 'US']",,1572.0,6.955,6.0
The Boss Baby: Get That Baby!,MOVIE,2020,,24,animation,['US'],,,56.526,7.3
Inception,MOVIE,2010,PG-13,148,action,"['GB', 'US']",,2294231.0,108.284,8.68
AK vs AK,MOVIE,2020,,108,drama,['IN'],,14195.0,3.757,7.235
A Family,MOVIE,2021,R,136,crime,['JP'],,2268.0,4.822,7.24
Once a Gangster,MOVIE,2010,,95,comedy,['HK'],,500.0,3.253,6.1850000000000005
Predators,MOVIE,2010,R,108,scifi,['US'],,222942.0,86.264,6.49
True: Friendship Day,MOVIE,2020,,23,animation,['CA'],,23.0,1.845,8.45
The Water Man,MOVIE,2020,PG,92,action,['US'],,3880.0,13.201,5.99
Making The Witcher,MOVIE,2020,PG-13,37,documentation,['GB'],,456.0,19.659,7.32
Kiss the Ground,MOVIE,2020,,84,documentation,['US'],,6736.0,6.272,8.245
The Paper Tigers,MOVIE,2020,PG-13,110,comedy,['US'],,4341.0,4.665,6.755000000000001
The Doorman,MOVIE,2020,R,95,thriller,['US'],,5749.0,49.953,5.41
The United States vs. Billie Holiday,MOVIE,2021,R,131,drama,['US'],,12576.0,12.954,6.615
Dad Wanted,MOVIE,2020,,102,drama,['MX'],,1075.0,8.354,6.77
Valley of the Dead,MOVIE,2022,R,101,comedy,['ES'],,114.0,1668.296,6.5863499999999995
Barbie: Princess Adventure,MOVIE,2020,G,71,animation,['US'],,474.0,79.617,6.535
Girl,MOVIE,2020,,90,thriller,"['CA', 'US']",,,17.2,6.760000000000001
Afonso Padilha: Classless,MOVIE,2020,,63,comedy,['BR'],,197.0,2.426,7.68
GIMS: On the Record,MOVIE,2020,,96,music,['FR'],,209.0,4.812,7.1850000000000005
A New York Christmas Wedding,MOVIE,2020,,88,drama,['US'],,1123.0,3.965,5.76
Shortcut,MOVIE,2020,R,80,fantasy,"['DE', 'IT']",,,5.349,6.4
Ishqiya,MOVIE,2010,R,115,thriller,['IN'],,10469.0,3.912,6.984999999999999
Intersect,MOVIE,2020,,119,thriller,['US'],,3698.0,46.401,4.96
Yuva,MOVIE,2004,PG,161,crime,['IN'],,8929.0,3.893,7.03
Grown Ups,MOVIE,2010,PG-13,102,comedy,['US'],,249934.0,98.37,6.29985
Gather,MOVIE,2020,,74,documentation,['US'],,202.0,2.187,7.73
BLACKPINK: Light Up the Sky,MOVIE,2020,PG-13,79,documentation,['US'],,6427.0,10.809,7.93
Welcome to Sudden Death,MOVIE,2020,R,80,action,"['CA', 'FR', 'GB', 'JP', 'US']",,,10.589,5.484999999999999
Vampires vs. the Bronx,MOVIE,2020,PG-13,86,comedy,['US'],,9815.0,11.147,5.955
Òlòtūré,MOVIE,2019,,106,drama,['NG'],,791.0,3.649,6.04
Totally Under Control,MOVIE,2020,,123,documentation,['US'],,3127.0,5.927,7.675
Hope Frozen,MOVIE,2019,,75,documentation,"['TH', 'US']",,,2.206,8.379999999999999
Lorelei,MOVIE,2020,,111,drama,['US'],,,6.583,6.8500000000000005
A Babysitter's Guide to Monster Hunting,MOVIE,2020,PG,94,fantasy,['US'],,4172.0,39.595,5.99
The Binding,MOVIE,2020,,93,horror,['IT'],,4203.0,31.54,5.33
Cuties,MOVIE,2020,NC-17,96,drama,['FR'],,30338.0,10.271,4.585
Michael McIntyre: Showman,MOVIE,2020,,62,comedy,[],,1255.0,2.023,7.515000000000001
Wish Upon a Unicorn,MOVIE,2020,PG,93,fantasy,['US'],,183.0,22.103,6.345
Serious Men,MOVIE,2020,,115,drama,['IN'],,7505.0,2.765,7.05
American Murder: The Family Next Door,MOVIE,2020,R,83,documentation,['US'],,27193.0,11.309,7.385
Monuments,MOVIE,2021,,94,comedy,"['GB', 'US']",,175.0,2.407,5.67
Dear Santa,MOVIE,2020,,82,documentation,['US'],,106.0,2.742,5.325
Held,MOVIE,2020,R,94,thriller,['US'],,2131.0,4.891,5.62
The Last Rite,MOVIE,2021,,107,horror,[],,525.0,33.88,5.085
Skylines,MOVIE,2020,R,113,scifi,"['FR', 'GB', 'LT']",,8139.0,92.324,5.37
Ginny Weds Sunny,MOVIE,2020,,125,comedy,['IN'],,4776.0,3.782,6.1850000000000005
All Good Things,MOVIE,2010,R,101,thriller,['US'],,55797.0,10.984,6.395
The Life Ahead,MOVIE,2020,PG-13,94,drama,"['IT', 'US']",,14170.0,13.394,6.915
The Standard,MOVIE,2020,,91,documentation,['US'],,85.0,3.246,6.835
Horrid Henry's Gross Day Out,MOVIE,2020,,61,family,['GB'],,47.0,2.448,3.9000000000000004
Classmates Minus,MOVIE,2020,R,122,drama,['TW'],,1625.0,8.326,7.425
Bleach the Movie: Hell Verse,MOVIE,2010,PG-13,94,fantasy,['JP'],,2416.0,53.143,7.53
Cadaver,MOVIE,2020,,86,thriller,"['FI', 'NO']",,9860.0,39.028,5.57
Holidate,MOVIE,2020,,104,romance,['US'],,63070.0,13.344,6.744999999999999
Soulmate,MOVIE,2020,,106,drama,['EG'],,,1.4,6.22
Bigflo & Oli: Hip Hop Frenzy,MOVIE,2020,,100,documentation,['FR'],,122.0,4.118,7.045
Cyrus,MOVIE,2010,R,91,drama,['US'],,35164.0,8.323,6.305
You've Got This,MOVIE,2020,,111,romance,['MX'],,1297.0,9.708,6.955
Green Zone,MOVIE,2010,R,115,thriller,"['ES', 'FR', 'GB', 'US']",,136429.0,14.069,6.825
The Alpinist,MOVIE,2021,PG-13,92,documentation,"['AT', 'GB', 'US']",,8048.0,8.534,7.965
Michelle Buteau: Welcome to Buteaupia,MOVIE,2020,,58,comedy,[],,589.0,2.939,7.105
Zulu Man in Japan,MOVIE,2020,,44,documentation,['ZA'],,,0.623,
Dolly Parton's Christmas on the Square,MOVIE,2020,PG,98,comedy,['US'],,2686.0,4.223,5.755000000000001
A Go! Go! Cory Carson Halloween,MOVIE,2020,G,21,animation,[],,51.0,2.048,6.985
All Because of You,MOVIE,2020,,101,romance,['MY'],,218.0,2.519,5.42
Kitty Love: An Homage to Cats,MOVIE,2020,,60,documentation,['NL'],,472.0,1.932,5.03
Hustle and Heat,MOVIE,2004,R,88,thriller,['US'],,,4.036,5.5
I Am Woman,MOVIE,2020,,116,drama,['AU'],,2296.0,15.377,6.855
In the Earth,MOVIE,2021,R,107,thriller,['GB'],,7453.0,9.997,5.71
The Big Scary “S” Word,MOVIE,2020,,85,documentation,[],,96.0,0.6,7.05
Kindred,MOVIE,2020,,101,horror,['GB'],,1949.0,2.631,5.75
The Estate,MOVIE,2021,R,85,thriller,['US'],,320.0,3.021,4.824999999999999
The Beta Test,MOVIE,2021,,93,thriller,"['GB', 'US']",,4064.0,15.674,6.43
Kaali Khuhi,MOVIE,2020,,90,thriller,['IN'],,1230.0,1.95,4.41
Chhota Bheem Ka Roosi Romanch,MOVIE,2019,G,62,animation,[],,,0.619,
Stand by Me Doraemon 2,MOVIE,2020,PG,96,scifi,['JP'],,3791.0,17.83,7.67
StarBeam: Halloween Hero,MOVIE,2020,,33,animation,['CA'],,,2.429,8.2
The Beast,MOVIE,2020,,90,crime,['IT'],,4323.0,9.785,5.9350000000000005
The Night,MOVIE,2021,,105,horror,"['IR', 'US']",,2687.0,6.287,5.8149999999999995
Dance of the Forty One,MOVIE,2020,,99,drama,"['BR', 'MX']",,4386.0,10.872,7.455
Accomplice,MOVIE,2021,,52,documentation,"['IL', 'US']",,380.0,3.384,7.609999999999999
Super Monsters: Dia de los Monsters,MOVIE,2020,G,25,animation,"['CA', 'US']",,,3.052,7.84
Crash,MOVIE,2005,,112,drama,"['DE', 'US']",,433096.0,15.621,7.640000000000001
Operation Christmas Drop,MOVIE,2020,,95,romance,['US'],,11444.0,8.102,6.325
Angela's Christmas Wish,MOVIE,2020,G,47,animation,"['IE', 'US']",,1451.0,27.407,6.885
The Old Ways,MOVIE,2020,R,90,fantasy,['US'],,6035.0,9.583,6.44
Summerland,MOVIE,2020,PG,102,romance,['GB'],,6827.0,9.77,7.42
Guillermo Vilas: Settling the Score,MOVIE,2020,,94,documentation,['AR'],,655.0,1.754,7.694999999999999
The Other Side,MOVIE,2020,,87,thriller,['SE'],,1513.0,10.147,5.9399999999999995
Resident Evil: Apocalypse,MOVIE,2004,R,94,horror,"['CA', 'DE', 'US']",,196625.0,29.21,6.43
I'm Glad I Did,MOVIE,2020,,123,documentation,['TR'],,1416.0,1.424,8.795
Shawn Mendes: In Wonder,MOVIE,2020,,83,documentation,['US'],,2049.0,10.122,7.39
Rooting for Roona,MOVIE,2020,,40,documentation,['IN'],,,4.306,7.66
The Three Deaths of Marisela Escobedo,MOVIE,2020,,109,crime,['MX'],,1683.0,19.571,8.6
Secrets of the Saqqara Tomb,MOVIE,2020,,113,documentation,"['EG', 'US']",,6326.0,12.143,7.43
Hand Rolled Cigarette,MOVIE,2021,,100,thriller,['HK'],,,3.191,5.77
Octonauts and the Great Barrier Reef,MOVIE,2020,,47,animation,['XX'],,141.0,4.123,8.25
Vicky and Her Mystery,MOVIE,2021,,84,drama,['FR'],,1900.0,75.025,6.94
Bobbleheads: The Movie,MOVIE,2020,PG,82,animation,['US'],,366.0,12.656,4.035
The Magic School Bus Rides Again: The Frizz Connection,MOVIE,2020,,44,animation,['US'],,,2.052,7.930000000000001
Let Me In,MOVIE,2010,R,116,drama,"['GB', 'US']",,121008.0,22.791,7.109999999999999
Love,MOVIE,2020,,91,thriller,['IN'],,1544.0,2.055,6.655
Really Love,MOVIE,2020,,95,romance,['US'],,847.0,5.788,6.43
Dostana,MOVIE,1980,,161,drama,['IN'],,25.0,3.98,3.755
What We Wanted,MOVIE,2020,,94,drama,['AT'],,1808.0,4.668,6.15
Funny Boy,MOVIE,2020,,109,drama,"['CA', 'LK']",,913.0,1.489,6.4
Citation,MOVIE,2020,,151,thriller,['NG'],,970.0,4.944,6.88
Just Another Christmas,MOVIE,2020,,101,comedy,['BR'],,4506.0,7.195,7.18
Taxi Ballad,MOVIE,2012,,93,drama,"['AE', 'LB', 'US']",,,0.6,
Texas Chainsaw Massacre,MOVIE,2022,R,83,horror,['US'],,48828.0,331.065,5.24
Who Is Killing the Cheerleaders?,MOVIE,2020,,86,thriller,['US'],,196.0,3.1,5.84
Dance Dreams: Hot Chocolate Nutcracker,MOVIE,2020,,80,documentation,['US'],,341.0,4.109,7.51
For Madmen Only: The Stories of Del Close,MOVIE,2020,R,90,documentation,['US'],,153.0,3.0,7.1
Finding Agnes,MOVIE,2020,,105,drama,['PH'],,158.0,1.801,5.475
Sarah Cooper: Everything's Fine,MOVIE,2020,,49,comedy,['US'],,1726.0,3.177,5.635
Footfairy,MOVIE,2020,,115,crime,['IN'],,358.0,1.021,5.2
Audrey,MOVIE,2020,PG,100,documentation,"['CH', 'US']",,1960.0,8.723,7.244999999999999
Midnight at the Magnolia,MOVIE,2020,,87,comedy,['CA'],,5373.0,8.396,6.234999999999999
Below Zero,MOVIE,2021,,106,action,['ES'],,19201.0,49.755,6.48
The Scary House,MOVIE,2020,,100,thriller,"['AT', 'DE']",,3787.0,6.883,5.720000000000001
Sister of the Groom,MOVIE,2020,R,92,drama,['US'],,592.0,4.973,5.455
Notes for My Son,MOVIE,2020,,83,drama,['AR'],,928.0,5.006,7.12
The White Tiger,MOVIE,2021,R,125,drama,"['IN', 'SG', 'US']",,59441.0,19.472,7.17975
Looop Lapeta,MOVIE,2022,,131,romance,['IN'],,4327.0,286.682,5.9350000000000005
The Marijuana Conspiracy,MOVIE,2020,,124,drama,[],,168.0,,5.6
Fireheart,MOVIE,2022,,92,family,['CA'],,632.0,24.759,6.525
Phobias,MOVIE,2021,R,85,horror,['US'],,945.0,125.996,4.685
Billie,MOVIE,2020,,96,documentation,['GB'],,723.0,3.002,6.96
Asura Guru,MOVIE,2020,,120,action,['IN'],,322.0,,3.2
Silk Road,MOVIE,2021,R,112,crime,['US'],,5291.0,25.487,6.465
This World Alone,MOVIE,2018,,90,drama,['US'],,103.0,2.16,4.25
The Yin Yang Master,MOVIE,2021,,113,romance,['CN'],,,20.188,7.12
Skater Girl,MOVIE,2021,PG,107,drama,"['IN', 'US']",,4289.0,12.433,7.175
Miss India,MOVIE,2020,,136,drama,['IN'],,,4.163,5.680000000000001
The Bounty Hunter,MOVIE,2010,PG-13,110,comedy,['US'],,126614.0,12.394,5.859999999999999
The Boy Who Cried Werewolf,MOVIE,2010,G,97,fantasy,"['CA', 'US']",,3315.0,17.774,6.33
The Book of Eli,MOVIE,2010,R,118,scifi,['US'],,314920.0,30.476,6.96
What Lies Below,MOVIE,2020,,87,horror,['US'],,8290.0,35.418,5.08
Elf Pets: Santa's Reindeer Rescue,MOVIE,2020,,26,animation,[],,,1.028,5.5
The Secret Diary of an Exchange Student,MOVIE,2021,,96,comedy,['BR'],,890.0,6.139,6.119999999999999
Ni de coña,MOVIE,2020,,90,comedy,"['CO', 'ES']",,387.0,4.509,4.0600000000000005
Love in a Puff,MOVIE,2010,,104,romance,['HK'],,2625.0,3.347,7.244999999999999
Wheels of Fortune,MOVIE,2020,R,107,comedy,['US'],,804.0,2.616,5.49
Felix Lobrecht: Hype,MOVIE,2020,,59,comedy,['DE'],,261.0,1.144,6.415
Hunter Hunter,MOVIE,2020,,93,horror,"['CA', 'US']",,,27.049,6.9399999999999995
Troy,MOVIE,2004,R,163,action,"['GB', 'MT', 'US']",,527447.0,48.407,7.345
Chance Pe Dance,MOVIE,2010,G,121,drama,['IN'],,2979.0,3.357,5.285
The Jinkx and DeLa Holiday Special,MOVIE,2020,,65,comedy,['US'],,405.0,4.651,7.135
Umma,MOVIE,2022,PG-13,83,horror,['US'],,4583.0,155.039,5.455
Hazel Brugger: Tropical,MOVIE,2020,,59,comedy,['DE'],,419.0,1.981,6.255000000000001
The Rope Curse 2,MOVIE,2020,,104,horror,[],,354.0,,4.7
The Boys in the Band: Something Personal,MOVIE,2020,,28,documentation,['US'],,362.0,2.267,7.925000000000001
Love Me Instead,MOVIE,2021,,124,drama,['TR'],,2592.0,14.629,7.015000000000001
Voiceless,MOVIE,2020,,120,thriller,[],,32.0,0.6,6.7
My Amanda,MOVIE,2021,,89,drama,['PH'],,308.0,2.908,5.915
Cheer Camp Killer,MOVIE,2020,,87,drama,[],,214.0,,4.8
Spoiled Brats,MOVIE,2021,,95,comedy,['FR'],,5688.0,74.388,6.385
Nasrin,MOVIE,2020,,92,documentation,"['IR', 'US']",,77.0,3.471,9.25
Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,PG-13,85,animation,['JP'],,3650.0,97.631,7.05
A California Christmas,MOVIE,2020,PG-13,106,romance,['US'],,9831.0,11.246,6.28
Child of Kamiari Month,MOVIE,2021,,99,fantasy,['JP'],,751.0,6.608,6.234999999999999
Palermo Hollywood,MOVIE,2004,,113,drama,['AR'],,203.0,2.239,5.535
Kuthiraivaal,MOVIE,2021,,125,drama,['IN'],,233.0,,5.6
Once Upon a Time in Mumbaai,MOVIE,2010,PG-13,132,thriller,['IN'],,17642.0,4.465,7.17
Resident Evil: Afterlife,MOVIE,2010,R,97,scifi,"['CA', 'DE', 'FR', 'US']",,169756.0,2.066,6.145
Chandigarh Kare Aashiqui,MOVIE,2021,,117,romance,['IN'],,13203.0,3.723,6.915
Trollhunters: Rise of the Titans,MOVIE,2021,,104,animation,['US'],,4818.0,88.183,7.359999999999999
Brother in Love 2,MOVIE,2021,,118,comedy,['TR'],,2328.0,2.537,6.675000000000001
Lakshya,MOVIE,2004,G,186,war,['IN'],,23262.0,7.299,7.369999999999999
Seven,MOVIE,2019,,113,drama,[],,31.0,,7.3
Life As We Know It,MOVIE,2010,PG-13,114,comedy,['US'],,131623.0,40.534,6.855
Ari Eldjárn: Pardon My Icelandic,MOVIE,2020,,54,comedy,['IS'],,,2.271,8.11
Silent Night,MOVIE,2020,,94,thriller,['AU'],,,2.604,5.77
Four Sisters Before the Wedding,MOVIE,2020,,116,comedy,[],,186.0,,6.2
Hospital,MOVIE,2020,,89,horror,['TW'],,383.0,8.015,4.75
Don't Kill Me,MOVIE,2021,,90,fantasy,['IT'],,1769.0,10.329,4.449999999999999
The Body,MOVIE,2019,,104,thriller,['IN'],,3321.0,3.311,5.8149999999999995
Rams,MOVIE,2020,PG-13,118,comedy,['AU'],,2453.0,3.426,6.625
Kevin Hart: Zero F**ks Given,MOVIE,2020,R,69,comedy,['US'],,3422.0,5.211,6.65
Andhaghaaram,MOVIE,2020,,171,thriller,['IN'],,3746.0,2.54,7.765000000000001
The Fable: The Killer Who Doesn't Kill,MOVIE,2021,,132,action,['JP'],,1486.0,5.818,7.005000000000001
We Can Be Heroes,MOVIE,2020,PG,97,fantasy,['US'],,14759.0,72.986,5.640000000000001
Easy A,MOVIE,2010,PG-13,93,comedy,['US'],,383849.0,46.231,7.0600000000000005
The Meaning of Hitler,MOVIE,2021,,92,documentation,['US'],,274.0,5.698,7.109999999999999
A Cops and Robbers Story,MOVIE,2020,,84,documentation,[],,,0.929,
Felix and the Treasure of Morgäa,MOVIE,2021,PG,85,animation,['CA'],,332.0,5.82,5.8149999999999995
Christmas Crossfire,MOVIE,2020,,106,thriller,['DE'],,1373.0,6.882,4.925
Songbird,MOVIE,2020,PG-13,85,thriller,['US'],,9752.0,50.719,5.640000000000001
Alpha and Omega,MOVIE,2010,PG,88,animation,"['CA', 'IN', 'US']",,14362.0,13.523,5.705
The Beginning of Life 2: Outside,MOVIE,2020,G,92,documentation,['BR'],,20.0,1.29,8.325
1 Night In San Diego,MOVIE,2020,,85,comedy,['US'],,464.0,3.885,4.72
Octonauts: The Ring of Fire,MOVIE,2021,G,72,animation,"['CN', 'GB']",,137.0,5.576,6.76
Emicida: AmarElo - It's All for Yesterday,MOVIE,2020,,89,music,['BR'],,1510.0,4.381,8.71
Malcolm & Marie,MOVIE,2021,R,106,romance,['US'],,36395.0,22.675,6.994999999999999
Gone,MOVIE,2020,,15,horror,['AU'],,19.0,0.6,7.4
Then Came You,MOVIE,2021,PG-13,94,romance,['US'],,1754.0,4.903,6.29
The App That Stole Christmas,MOVIE,2020,PG,63,comedy,['US'],,734.0,2.678,4.375
Indoo Ki Jawani,MOVIE,2020,,115,comedy,['IN'],,6075.0,2.121,3.9800000000000004
Fukrey Boyzzz: Space Mein Fukrapanti,MOVIE,2020,G,74,animation,[],,14.0,1.215,7.8
Born a Champion,MOVIE,2021,R,111,drama,['US'],,3686.0,8.717,7.140000000000001
A Go! Go! Cory Carson Christmas,MOVIE,2020,,21,animation,['US'],,50.0,14.016,6.655
Youth v Gov,MOVIE,2020,,110,documentation,[],,70.0,1.841,8.35
Nate: A One Man Show,MOVIE,2020,,59,comedy,['US'],,346.0,1.634,6.59
Asakusa Kid,MOVIE,2021,,123,drama,['JP'],,1223.0,51.832,7.109999999999999
Robin Robin,MOVIE,2021,G,30,animation,['GB'],,1533.0,46.42,7.295
40 Sticks,MOVIE,2020,,93,thriller,[],,103.0,0.84,6.050000000000001
Shawn Mendes: Live in Concert,MOVIE,2020,PG,87,music,['CA'],,327.0,6.757,7.6049999999999995
Fierce,MOVIE,2020,,118,comedy,['PL'],,1234.0,7.706,6.085
Captain Underpants: Mega Blissmas,MOVIE,2020,G,46,animation,['US'],,160.0,18.41,5.71
Mosul,MOVIE,2019,,86,drama,['US'],,,7.95,7.03
"tick, tick... BOOM!",MOVIE,2021,PG-13,121,drama,['US'],,98370.0,33.246,7.76
100% Halal,MOVIE,2020,,100,drama,['ID'],,,1.603,
Red Dot,MOVIE,2021,,86,thriller,['SE'],,13322.0,54.3,5.905
Homunculus,MOVIE,2021,,119,thriller,['JP'],,2749.0,14.111,5.896
Canvas,MOVIE,2020,G,9,animation,['US'],,,7.13,6.760000000000001
Do Dooni Chaar,MOVIE,2010,PG,146,drama,['IN'],,5594.0,1.559,7.130000000000001
Holiday on Mars,MOVIE,2020,,93,scifi,['IT'],,583.0,6.491,3.3800000000000003
You Are My Home,MOVIE,2020,,92,family,['US'],,,4.44,7.57
Chico Bon Bon and the Very Berry Holiday,MOVIE,2020,G,25,animation,[],,39.0,11.049,5.96
Knuckledust,MOVIE,2020,,105,thriller,['GB'],,554.0,7.83,4.695
Modern Persuasion,MOVIE,2020,,87,comedy,['US'],,550.0,7.618,5.380000000000001
The Soul,MOVIE,2021,,130,scifi,"['CN', 'TW']",,2791.0,5.521,7.04
Death to 2020,MOVIE,2020,,71,comedy,"['GB', 'US']",,38522.0,10.954,6.869999999999999
Illegal Woman,MOVIE,2020,,119,drama,['ES'],,201.0,1.65,6.52
Super Monsters: Santa's Super Monster Helpers,MOVIE,2020,,24,animation,['US'],,25.0,1.97,6.215
Double Dad,MOVIE,2021,,103,comedy,['BR'],,1290.0,12.143,6.3149999999999995
An Unremarkable Christmas,MOVIE,2020,,83,comedy,['CO'],,141.0,3.963,5.025
Ammar,MOVIE,2020,,90,horror,[],,71.0,5.376,2.6
The Last Letter From Your Lover,MOVIE,2021,,109,drama,"['CA', 'GB']",,17099.0,26.67,7.175
Spirit Riding Free: Ride Along Adventure,MOVIE,2020,,22,animation,['US'],,61.0,1.52,7.464999999999999
A Trash Truck Christmas,MOVIE,2020,G,28,action,['US'],,214.0,17.611,6.175000000000001
"ariana grande: excuse me, i love you",MOVIE,2020,,97,documentation,['US'],,2591.0,23.124,7.43
Stuck Apart,MOVIE,2021,R,96,comedy,['TR'],,10515.0,7.403,6.29
London Hughes: To Catch A D*ck,MOVIE,2020,,60,comedy,['US'],,326.0,3.879,5.82
The Minimalists: Less Is Now,MOVIE,2021,,53,documentation,['US'],,4108.0,7.565,6.375
The Netflix Afterparty: The Best Shows of The Worst Year,MOVIE,2020,,59,documentation,['US'],,,1.492,6.4
Outside the Wire,MOVIE,2021,R,116,action,['US'],,42078.0,87.801,6.08
"Crack: Cocaine, Corruption & Conspiracy",MOVIE,2021,,89,documentation,['US'],,3324.0,13.076,6.82
Mayday,MOVIE,2021,,100,fantasy,['US'],,1163.0,7.244,4.665
Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,PG-13,90,documentation,['US'],,750.0,4.916,7.545
The Runaways,MOVIE,2010,R,105,drama,['US'],,48703.0,12.39,6.630000000000001
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",MOVIE,2021,PG-13,117,documentation,['US'],,10178.0,12.674,7.965
Misha and the Wolves,MOVIE,2021,PG-13,90,documentation,"['BE', 'DE', 'GB']",,2474.0,12.641,7.09
Flee,MOVIE,2021,PG-13,89,animation,"['DK', 'EE', 'ES', 'FI', 'FR', 'IT', 'NO', 'SE', 'SI', 'US']",,9964.0,12.356,8.055
Ailey,MOVIE,2021,PG-13,94,documentation,['US'],,212.0,2.12,7.325
First Date,MOVIE,2021,,103,comedy,['US'],,588.0,2.133,5.895
Prime Time,MOVIE,2021,R,93,thriller,['PL'],,1796.0,19.187,5.395
The Sparks Brothers,MOVIE,2021,R,140,documentation,"['GB', 'US']",,4663.0,6.784,7.6850000000000005
Amy Tan: Unintended Memoir,MOVIE,2021,,101,documentation,['US'],,321.0,4.121,8.085
"All Light, Everywhere",MOVIE,2021,,109,documentation,['US'],,588.0,4.487,6.7
Censor,MOVIE,2021,,84,horror,['GB'],,13263.0,15.556,6.2
Coming Home in the Dark,MOVIE,2021,,93,thriller,['NZ'],,5114.0,11.156,5.915
Ava,MOVIE,2020,R,96,thriller,['US'],,54279.0,155.235,5.78885
Together Together,MOVIE,2021,R,90,comedy,['US'],,6296.0,33.81,6.76
Vir Das: Outside in - The Lockdown Special,MOVIE,2020,,50,comedy,[],,269.0,3.077,6.76
Mass,MOVIE,2021,PG-13,111,drama,['US'],,11171.0,8.265,7.8549999999999995
The Ultimate Playlist of Noise,MOVIE,2021,,99,drama,['US'],,913.0,4.235,6.68
Cops and Robbers,MOVIE,2020,PG-13,8,animation,['US'],,,4.414,7.1
The Devil Below,MOVIE,2021,R,89,horror,['US'],,4366.0,7.841,4.895
The Seventh Day,MOVIE,2021,R,87,horror,['US'],,4403.0,60.598,5.225
We Are Family,MOVIE,2010,PG,115,drama,['IN'],,3166.0,2.767,5.955
Rhys Nicholson: Live at the Athenaeum,MOVIE,2020,,65,comedy,[],,316.0,1.628,7.715
Princess 'Daya'Reese,MOVIE,2021,,115,comedy,['PH'],,50.0,1.383,7.1
Crazy About Her,MOVIE,2021,,102,romance,['ES'],,5435.0,27.193,7.04
Dr. Bird's Advice for Sad Poets,MOVIE,2021,R,109,comedy,['US'],,667.0,5.945,6.109999999999999
"Strip Down, Rise Up",MOVIE,2021,R,112,documentation,['US'],,656.0,15.961,6.25
I Missed You,MOVIE,2021,,96,drama,['TW'],,250.0,2.451,6.1850000000000005
Gatao: The Last Stray,MOVIE,2021,,120,action,['TW'],,266.0,3.141,5.655
The Guilty,MOVIE,2021,R,91,drama,['US'],,117984.0,33.761,6.53
All My Friends Are Dead,MOVIE,2020,,95,comedy,['PL'],,6299.0,9.518,6.055
Best of Stand-up 2020,MOVIE,2020,,76,comedy,['US'],,632.0,5.473,5.855
Tribhanga,MOVIE,2021,,95,drama,['IN'],,2922.0,4.294,6.75
Madam Chief Minister,MOVIE,2021,,123,drama,['IN'],,1769.0,2.301,5.915
Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021,PG-13,97,comedy,[],,341.0,1.4,7.1
June & Kopi,MOVIE,2021,,90,drama,['ID'],,554.0,2.766,6.8
Tony Parker: The Final Shot,MOVIE,2021,,98,documentation,['FR'],,1400.0,7.313,7.140000000000001
Ratones Paranoicos: The Band That Rocked Argentina,MOVIE,2019,,76,documentation,['AR'],,,1.237,
Willy's Wonderland,MOVIE,2021,,88,horror,['US'],,26660.0,82.407,6.04
Wish You,MOVIE,2021,,101,drama,['KR'],,900.0,6.996,7.3
Creating The Queen's Gambit,MOVIE,2021,PG-13,14,documentation,['US'],,609.0,10.374,7.55
Guzaarish,MOVIE,2010,PG,126,romance,['IN'],,18603.0,5.554,7.53
The Blue Lagoon,MOVIE,1980,R,104,romance,['US'],,69844.0,50.324,6.1701999999999995
Muthu,MOVIE,1995,G,165,comedy,['IN'],,3056.0,3.576,7.405
