title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm,description_ari,description_word_count,description_character_count,title_ari,title_word_count,title_character_count,description_sentiment,title_sentiment,top_one_genre
The Golden Girls,SHOW,"Four Southern Florida seniors share a house, their dreams, and a whole lot of cheesecake. Bright, promiscuous, clueless and hilarious, these lovely, mismatched ladies form the perfect circle of friends.",1985,TV-PG,30,"['comedy', 'drama']",['US'],7,8.1,40317,28.454,7.93,"['comedy', 'drama']",2.0,1.0,8.015,0.16999999999999993,0.676586758987894,0.5545224005796812,0.554155550232328,13.2,38,202,2.1,3,16,0.8975734142586589,0.08402931317687035,comedy
Akira,MOVIE,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,1988,R,124,"['action', 'animation', 'drama', 'fantasy', 'scifi', 'thriller']",['JP'],,8.0,181098,45.959,8.2,"['action', 'scifi']",6.0,1.0,8.1,-0.1999999999999993,0.7599205311223641,0.9276483709208561,0.8229586854910262,16.6,30,173,2.6,1,5,-0.8699341577012092,0.008288875222206116,action
Dragon Ball,SHOW,"Long ago in the mountains, a fighting master known as Gohan discovered a strange boy whom he named Goku. Gohan raised him and trained Goku in martial arts until he died. The young and very strong boy was on his own, but easily managed. Then one day, Goku met a teenage girl named Bulma, whose search for the dragon balls brought her to Goku's home. Together, they set off to find all seven dragon balls in an adventure that would change Goku's life forever. See how Goku met his life long friends Bulma, Yamcha, Krillin, Master Roshi and more. And see his adventures as a boy, all leading up to  Dragonball Z and later  Dragonball GT.",1986,TV-14,24,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'thriller']",['JP'],10,8.6,55153,16.956,8.379999999999999,"['scifi', 'thriller']",6.0,1.0,8.489999999999998,0.22000000000000064,0.7557243300912513,0.9276483709208561,0.7460319336613402,7.9,134,634,3.1,2,11,0.26876152120530605,0.10011284053325653,action
The Hitchhiker's Guide to the Galaxy,SHOW,"Don't Panic! The story of Arthur Dent, an average Englishman who life was spared by his friend, who turned out to be an alien, while the planet Earth is destroyed. His friend tells him about the Hitchhiker's Guide to the Galaxy, a guide with anything you ever needed, and wanted to know. They travel across the galaxy, meeting friendly, and not so friendly characters in order to find the great question (the answer being 42).",1981,TV-PG,32,"['comedy', 'fantasy', 'scifi']",['GB'],1,8.0,10934,6.655,8.2,"['comedy', 'scifi']",3.0,1.0,8.1,-0.1999999999999993,0.8218812932410038,0.9307862760908432,0.9999999991029465,13.2,90,426,5.9,7,36,0.1936405748128891,0.16750073619186878,comedy
Married... with Children,SHOW,"Al Bundy is an unsuccessful middle aged shoe salesman with a miserable life and an equally dysfunctional family. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.",1987,TV-PG,23,"['comedy', 'drama']",['US'],11,5.5,56,44.537,7.839999999999999,"['comedy', 'drama']",2.0,1.0,6.67,-2.339999999999999,0.676586758987894,0.5545224005796812,0.2720671086652369,13.0,47,246,14.6,4,24,-0.9715595513116568,-0.13906098529696465,comedy
The Wonder Years,SHOW,"The story of Kevin Arnold facing the trials and tribulations of youth while growing up during the 1960s and 70s. Told through narration from an adult Kevin, Kevin faces the difficulties of maintaining relationships and friendships on his enthralling journey into adulthood.",1988,,25,"['comedy', 'drama', 'family', 'romance']",['US'],6,8.4,37397,52.372,8.56,"['comedy', 'drama']",4.0,1.0,8.48,-0.16000000000000014,0.7244215842794096,0.5545224005796812,0.9999999982930383,15.1,45,273,2.1,3,16,-0.16421864181756973,0.09718330204486847,comedy
Mr. Bean,SHOW,Mr Bean turns simple everyday tasks into chaotic situations and will leave you in stitches as he creates havoc wherever he goes.,1990,TV-PG,21,"['comedy', 'european', 'family']",['GB'],3,8.6,114774,31.763,8.110000000000001,"['comedy', 'family']",3.0,1.0,8.355,0.48999999999999844,0.835483992020949,0.9307862760908432,0.7460319341867366,12.5,23,128,-4.0,2,8,-0.9301838940009475,0.062222063541412354,comedy
"Beverly Hills, 90210",SHOW,"Follow the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly Hills High School and, subsequently, the fictitious California University after graduation.",1990,TV-14,47,"['drama', 'romance']",['US'],10,6.4,33953,48.915,7.75,"['drama', 'romance']",2.0,1.0,7.075,-1.3499999999999996,0.7809468902141508,0.5545224005796812,0.2720671081590245,25.0,40,249,8.3,4,20,0.06572306901216507,0.10206165909767151,drama
Peggy Sue Got Married,MOVIE,"Peggy Sue faints at a high school reunion. When she wakes up she finds herself in her own past, just before she finished school.",1986,PG-13,99,"['comedy', 'drama', 'fantasy', 'romance']",['US'],,6.4,37182,8.256,6.49,"['fantasy', 'romance']",4.0,1.0,6.445,-0.08999999999999986,0.7240037012184027,0.5545224005796812,0.30164126230830546,5.2,27,128,1.8,4,21,-0.46589774265885353,-0.058997709304094315,comedy
Wings,SHOW,Brothers Brian and Joe Hackett attempt to run an airline on the New England island of Nantucket while surrounded by their various wacky friends and employees.,1990,,22,"['comedy', 'drama']",['US'],8,7.3,12614,14.293,7.21,"['comedy', 'drama']",2.0,1.0,7.255,0.08999999999999986,0.676586758987894,0.5545224005796812,0.7460319342756797,15.7,27,158,2.6,1,5,-0.1771072819828987,0.013484060764312744,comedy
St. Elmo's Fire,MOVIE,"A group of friends graduate from the halls of Georgetown University into lives that revolve around sex, paychecks, and career aspirations. Kirby waits tables to pay for law school. His roommate Kevin struggles at a D.C. newspaper as he lusts after the stylish Jules. Jules may be an object of adoration and envy, but secretly she has problems of her own. Demure Wendy is in love with Billy—a sax player and an irresponsible drunk. Alex wants it all: a career in politics and the appearance of a traditional home life. Alex's girlfriend, Leslie, is an ambitious architect who doesn't know about his infidelity, but his new allegiance to the Republican Party is already enough to put her off marriage.",1985,R,110,"['comedy', 'drama', 'romance']",['US'],,6.3,41463,12.614,6.58,"['comedy', 'drama']",3.0,1.0,6.4399999999999995,-0.28000000000000025,0.6961172323212071,0.5545224005796812,0.501373289557461,9.0,135,699,0.5,4,15,-0.24537471681833267,0.05327656865119934,comedy
Blackadder,SHOW,"Through four series and a few specials, Edmund Blackadder and his greasy sidekick Baldrick conjure up cunning plans as Edmund tries to take advantage of desperate times. These situation tragedies had obvious parallels from the Dark Ages to Elizabethan times, the rule of mad George III, and The Great War.",1983,TV-PG,30,"['comedy', 'european']",['GB'],4,8.0,37902,21.242,8.110000000000001,"['comedy', 'european']",2.0,1.0,8.055,-0.11000000000000121,0.8444160766147387,0.9307862760908432,0.6121902525500363,15.2,55,305,26.2,1,10,-0.11209147423505783,-0.02601771056652069,comedy
ThunderCats,SHOW,"The inhabitants of the planet Thundera evacuate just before it is destroyed. They were pursued by a band of mutants. All but one of their escape ships was destroyed. Only a small group of Thunderans (Thundercats) remained. With only half engine power, the group, which was led by Jaga, had to set a course for the nearest planet. Jaga commanded their ship while the other seven were in their stasis tubes. Jaga died on their journey to Third Earth and their ship crashed there. Soon they made friends with various groups in the area and they designed a fortress. Mumm-Ra the centuries-old embodiment of evil, along with the mutants that destroyed the rest of the Thunderans are a constant threat. But Lion-O, the new leader of the Thundercats, with his weapon the ""Sword of Omens"" will help the Thundercats to have a standing chance.",1985,TV-Y7,23,"['action', 'animation', 'family', 'fantasy', 'scifi']",['US'],4,7.9,17592,28.149,8.379999999999999,"['action', 'scifi']",5.0,1.0,8.14,-0.47999999999999865,0.8320249900784007,0.5545224005796812,0.9999999999197497,8.3,164,833,30.9,1,11,-0.4146937280893326,0.0881003811955452,action
Can't Buy Me Love,MOVIE,"Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1,000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass, however, Cindy grows fond of Ronald, making him popular. But when Ronald's former best friend gets left behind, he realizes that social success isn't everything.",1987,PG-13,94,"['comedy', 'drama', 'romance']",['US'],,6.7,36852,13.144,7.3,"['comedy', 'romance']",3.0,1.0,7.0,-0.5999999999999996,0.6961172323212071,0.5545224005796812,0.4097922509560131,12.8,87,462,-3.0,5,17,0.200803242623806,-0.26740942895412445,comedy
America's Funniest Home Videos,SHOW,America's Funniest Home Videos is the longest-running primetime entertainment show in ABC history. Each week AFV shines the spotlight on hilarious videos. Fans tune in to witness failures and fiascos and to submit their own mishaps for their chance at stardom.,1989,TV-PG,49,"['comedy', 'family', 'reality']",['US'],32,6.2,5356,18.117,7.3,"['family', 'reality']",3.0,1.0,6.75,-1.0999999999999996,0.8480257608992454,0.5545224005796812,0.2720671085841954,10.7,45,260,12.4,5,30,0.8785440428182483,0.8905339650809765,comedy
Unsolved Mysteries,SHOW,"Combines four to five segments of dramatic re-enactments, interviews and updates of real human and paranormal mysteries. An audience interactive call-to-action request allowed viewers to call in with tips to help solve the cases.",1987,TV-PG,53,"['crime', 'documentation', 'drama', 'thriller']",['US'],16,8.2,5764,7.323,8.02,"['drama', 'thriller']",4.0,1.0,8.11,0.17999999999999972,0.7426027733692688,0.5545224005796812,0.9999999986852939,14.2,37,229,19.6,2,18,0.18748393841087818,-0.1488788165152073,crime
Baywatch,SHOW,Join the Baywatch lifeguards on their thrilling adventures filled with beautiful beaches and those iconic red swimsuits.,1989,TV-PG,46,"['action', 'crime', 'drama', 'romance']",['US'],11,5.3,27179,59.02,6.130000000000001,"['action', 'drama']",4.0,1.0,5.715,-0.830000000000001,0.7507958106211653,0.5545224005796812,0.6759702664198527,15.9,18,120,16.8,1,8,0.9611930210376158,0.06657035648822784,action
Designing Women,SHOW,"Julia Sugarbaker, Mary Jo Shively, Charlene Frazier-Stillfield and Suzanne Sugarbaker are associates at their design firm, Sugarbaker and Associates. Julia is the owner and is very outspoken and strong-willed. Mary Jo is a divorced single-parent whom is just as strong-willed as Julia, but isn't as self-confident. Charlene is the naive and trusting farm girl from Poplar Bluff, Missouri. Suzanne is the self-centered ex-beauty queen whom has a number of wealthy ex-husbands.",1986,TV-PG,25,['comedy'],['US'],8,7.2,5794,10.263,7.21,['comedy'],1.0,1.0,7.205,-0.009999999999999787,0.7743576575786824,0.5545224005796812,0.5013732887311303,12.5,82,475,12.5,2,15,0.2055126205086708,0.07880372554063797,comedy
The Joy of Painting,SHOW,"The Joy of Painting was an American television show hosted by painter Bob Ross that taught its viewers techniques for landscape oil painting. Although Ross could complete a painting in half an hour, the intent of the show was not to teach viewers ""speed painting"". Rather, he intended for viewers to learn certain techniques within the time that the show was allotted. The show began on January 11, 1983, and lasted until May 17, 1994, a year before Ross' death.",1983,,25,"['documentation', 'family']",['US'],31,9.3,5316,15.984,8.83,"['documentation', 'family']",2.0,1.0,9.065000000000001,0.47000000000000064,0.8705880218964593,0.5545224005796812,0.5013732896177693,11.1,93,462,-0.7,4,19,0.1960122287273407,0.5287320977076888,documentation
Whose Line Is It Anyway?,SHOW,"An un-scripted comedy show in which four guest performers improvise their way through a series of games, many of which rely on audience suggestions.",1988,TV-MA,23,['comedy'],['GB'],10,8.2,5626,6.626,7.839999999999999,['comedy'],1.0,1.0,8.02,0.3600000000000003,0.7743576575786824,0.9307862760908432,0.24526100027990355,15.1,26,148,-0.2,6,24,0.1326663214713335,-0.09088955819606781,comedy
Roxanne,MOVIE,"Based on the play 'Cyrano de Bergerac', large-nosed C.D. Bales falls for the beautiful Roxanne—while she falls for his personality but another man's looks.",1987,PG,107,"['comedy', 'romance']",['US'],,6.6,44752,11.803,6.76,"['comedy', 'romance']",2.0,1.0,6.68,-0.16000000000000014,0.7767652088457677,0.5545224005796812,0.7460319355863965,10.5,29,155,12.0,1,7,0.07035890221595764,0.04730889946222305,comedy
St. Elsewhere,SHOW,"St. Elsewhere is an American medical drama television series that originally ran on NBC from October 26, 1982 to May 25, 1988. The series starred Ed Flanders, Norman Lloyd and William Daniels as teaching doctors at a lightly-regarded Boston hospital who gave interns a promising future in making critical medical and life decisions. The series was produced by MTM Enterprises, which had success with a similar NBC series, the police drama Hill Street Blues, during that same time; both series were often compared to each other for their use of ensemble casts and overlapping serialized storylines. St. Elsewhere was filmed at CBS/MTM Studios, which was known as CBS/Fox Studios when the show began; coincidentally, 20th Century Fox wound up acquiring the rights to the series when it bought MTM Enterprises in the 1990s.

Known for its combination of gritty, realistic drama and moments of black comedy, St. Elsewhere gained a small yet loyal following over its 6-season, 137-episode run; the series also found a strong audience in Nielsen's 18-49 age demographic, a young demo later known for a young, affluent audience that TV advertisers are eager to reach. The series also earned critical acclaim during its run, earning 13 Emmy Awards for its writing, acting, and directing. St. Elsewhere was ranked #20 on TV Guide's 2002 list of ""The 50 Greatest TV Shows of All Time."", with the magazine also selecting it as the best drama series of the 1980s in a 1993 issue.",1982,TV-14,52,"['comedy', 'drama']",['US'],6,8.0,4473,15.791,5.77,"['comedy', 'drama']",2.0,1.0,6.885,2.2300000000000004,0.676586758987894,0.5545224005796812,0.5013732881998767,15.7,281,1469,7.8,3,13,0.7647569766268134,-0.052872560918331146,comedy
Hill Street Blues,SHOW,A realistic glimpse into the daily lives of the officers and detectives at an urban police station.,1981,TV-14,49,"['crime', 'drama']",['US'],7,8.2,8822,28.323,7.839999999999999,"['crime', 'drama']",2.0,1.0,8.02,0.3600000000000003,0.797275206562767,0.5545224005796812,0.4097922509044952,10.1,18,99,3.6,3,17,0.059215519577264786,0.03422198444604874,crime
Look Who's Talking,MOVIE,"Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late.",1989,PG-13,93,['comedy'],['US'],,5.9,82009,12.165,6.67,['comedy'],1.0,1.0,6.285,-0.7699999999999996,0.7743576575786824,0.5545224005796812,0.40979224893072824,6.9,73,332,5.2,4,18,-0.051134780049324036,-0.07380915433168411,comedy
Ranma ½,SHOW,"Saotome Ranma, a teenage martial artist, and his father Genma travel to the 'cursed training ground' of Jusenkyo in China. There, despite the warnings of the Chinese guard, they fall into the cursed springs. From now on, whenever Ranma is doused in cold water, he turns in to a girl, and a cute, well-built red-head at that. Hot water changes him back into a man again, but only until the next time. To make matters worse, his father engages him to Tendo Akane, a girl who hates boys.",1989,TV-14,24,"['action', 'animation', 'comedy', 'fantasy', 'romance', 'scifi']",['JP'],7,8.2,1508,65.102,8.83,"['action', 'scifi']",6.0,1.0,8.515,-0.6300000000000008,0.7560847773732816,0.9276483709208561,0.6759702667958359,8.6,105,484,-6.4,2,7,-0.6874639987945557,-0.01766381412744522,action
Tiny Toon Adventures,SHOW,Follow the adventures of a group of young cartoon characters who attend the Acme Looniversity to become the next generation of characters from the Looney Tunes series.,1990,TV-Y7,22,"['animation', 'comedy', 'family', 'fantasy', 'romance', 'scifi']",['US'],3,7.5,13104,11.25,8.02,"['family', 'romance']",6.0,1.0,7.76,-0.5199999999999996,0.7714769183063376,0.5545224005796812,0.5013732898939246,16.7,28,167,8.3,3,20,0.35311836237087846,0.06975926831364632,animation
Postcards From the Edge,MOVIE,"Substance-addicted Hollywood actress, Suzanne Vale is on the skids. After a spell at a detox centre her film company insists as a condition of continuing to employ her that she live with her mother, herself once a star and now a champion drinker. Such a set-up is bad news for Suzanne who has struggled for years to get out of her mother's shadow, and who still treats her like a child. Despite these and other problems, Suzanne begins to see the funny side of her situation, and also realises that not only do daughters have mothers—mothers do too.",1990,R,101,"['comedy', 'drama']",['US'],,6.7,17436,6.917,6.9399999999999995,"['comedy', 'drama']",2.0,1.0,6.82,-0.23999999999999932,0.676586758987894,0.5545224005796812,0.33425295171553887,12.5,108,549,4.1,4,23,-0.6925394274294376,0.01184343546628952,comedy
Blind Date,MOVIE,"When bachelor Walter Davis is set up with his sister-in-law's pretty cousin, Nadia Gates, a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted, tells him not to let Nadia drink alcohol, but he dismisses the warning and her behaviour gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David relentlessly follows them around town.",1987,PG-13,95,"['comedy', 'romance']",['US'],,5.9,22521,11.472,6.4,"['comedy', 'romance']",2.0,1.0,6.15,-0.5,0.7767652088457677,0.5545224005796812,0.9999999987351403,14.3,79,419,0.8,2,10,-0.8072478519752622,0.03867166489362717,comedy
"Doogie Howser, M.D.",SHOW,"Doogie Howser, M.D. is an American television comedy-drama starring Neil Patrick Harris as a teenage physician who also faces the problems of being a normal teenager. Creators Steven Bochco and David E. Kelley, partnering with ABC, aired the show from 1989 to 1993 for four seasons totaling 97 episodes.",1989,,23,"['comedy', 'drama', 'family']",['US'],4,6.5,8779,9.35,7.119999999999999,"['comedy', 'drama']",3.0,1.0,6.81,-0.6199999999999992,0.7449214010800181,0.5545224005796812,0.30164126295592153,9.2,55,303,6.8,5,19,-0.023234814405441284,-0.002389959990978241,comedy
Tough Guys,MOVIE,"Harry Doyle and Archie Lang are two old-time train robbers, who held up a train in 1956 and have been incarcerated for thirty years. After serving their time, they are released from jail and have to adjust to a new life of freedom. and soon realize that they still have the pizzazz when, picking up their prison checks at a bank, they foil a robbery attempt.",1986,PG,104,"['comedy', 'crime']",['US'],,6.2,7225,10.521,6.3100000000000005,"['comedy', 'crime']",2.0,1.0,6.255000000000001,-0.11000000000000032,0.79231603860168,0.5545224005796812,0.5541555497334706,10.5,73,358,0.8,2,10,-0.07983750104904175,-0.11657984554767609,comedy
Spaced Invaders,MOVIE,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",1990,PG,100,"['comedy', 'scifi']",['US'],,5.3,3619,3.746,5.319999999999999,"['comedy', 'scifi']",2.0,1.0,5.31,-0.019999999999999574,0.8220627758543828,0.5545224005796812,0.5541555509535475,12.6,70,365,12.5,2,15,-0.3181677609682083,-0.16031891480088234,comedy
Three Fugitives,MOVIE,"On his first day after being released from jail for 14 armed bank robberies, Lucas finds himself caught up in someone else's robbery. Perry has decided to hold up the local bank to raise money so that he can keep his daughter, Meg, and get her the treatment she needs. Dugan, a detective, assumes Lucas helped plan the robbery, and hence Lucas, Perry and Meg become three fugitives.",1989,PG-13,96,"['action', 'comedy']",['US'],,6.2,11774,9.45,7.03,"['action', 'comedy']",2.0,1.0,6.615,-0.8300000000000001,0.7829167055137609,0.5545224005796812,0.6121902522216336,11.7,79,382,12.5,2,15,-0.30889982730150223,-0.22070404514670372,action
America's Most Wanted,SHOW,"America's Most Wanted is an American television program produced by 20th Television, and was the longest-running program of any kind in the history of the Fox Television Network until it was announced on May 16, 2011 that the series was canceled after twenty-three years, with the final episode airing on June 18, 2011. The following September, America's Most Wanted's host, John Walsh, announced that the program would resume on the cable network Lifetime later that year.

Presented by Walsh, the show's purpose is to profile and assist law enforcement in the apprehension of fugitives wanted for numerous crimes, including murder, rape, kidnapping, child molestation, white-collar crime, organized crime, armed robbery, gang violence, and terrorism, and also many of whom are currently on the FBI Ten Most Wanted Fugitives list. On May 2, 2008, the program's website announced its 1,000th capture; as of March 30, 2013, 1,202 people have been captured because of AMW. Many of the series' cases have some connection outside the United States or have not taken place in the United States at all. The series' first international capture was in Nova Scotia in 1989.

The show's nature does not allow repeats, except for updates on convicted criminals, and is preempted a maximum of eight times during the year; however, if a fugitive featured on the show is not captured, their profile may be aired again. However, since moving to Lifetime, the show aired several repeats with updates if the fugitive/missing person was captured/recovered.",1988,TV-PG,60,"['crime', 'documentation', 'drama']",['US'],26,7.2,2065,5.578,8.379999999999999,"['crime', 'documentation']",3.0,1.0,7.789999999999999,-1.1799999999999988,0.7702977165732072,0.5545224005796812,0.5541555491552865,18.7,292,1542,9.9,4,21,-0.1941101849079132,-0.3127596527338028,crime
A Very Brady Christmas,MOVIE,"Almost 20 years after the start of the original ""Brady Bunch"" the kids are grown up and have kids of their own. Everyone is having a wonderful time back at the family house for Christmas, until Mike learns of a structural problem in one of the buildings he designed. As he is inspecting the problem, the building collapses, trapping him inside. As the whole family waits by the pile of rubble, they fear the worst. Will Dad be all right?",1988,,100,"['comedy', 'drama', 'family']",['US'],,5.8,1967,3.122,6.76,"['comedy', 'drama']",3.0,1.0,6.279999999999999,-0.96,0.7449214010800181,0.5545224005796812,0.6759702659557814,7.6,91,437,2.9,4,22,-0.10085409879684448,0.4592351857572794,comedy
The Dream Is Alive,MOVIE,"The Dream Is Alive takes you into space alongside the astronauts on the space shuttle. Share with them the delights of zero gravity while working, eating and sleeping in orbit around the Earth. Float as never before over the towering Andes, the boot of Italy, Egypt and the Nile. Witness firsthand a tension-filled satellite capture and repair and the historic first spacewalk by an American woman.",1985,,37,['documentation'],"['CA', 'US']",,,,1.621,7.839999999999999,['documentation'],1.0,2.0,7.839999999999999,,0.8829181764295086,0.7968013682594776,0.5013732898915318,10.6,73,398,-1.9,4,18,0.6494203303009272,0.7818141519092023,documentation
Hail Columbia!,MOVIE,"The maiden voyage of Columbia, the first space shuttle, is recounted with footage shot on the ground and in space.",1982,,37,['documentation'],['US'],,,,0.947,7.57,['documentation'],1.0,1.0,7.57,,0.8829181764295086,0.5545224005796812,0.453390744709049,10.9,23,114,10.2,3,14,0.06932467129081488,0.674499929882586,documentation
Family Guy,SHOW,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",1999,TV-14,24,"['animation', 'comedy']",['US'],20,8.2,326992,220.435,7.4799999999999995,"['animation', 'comedy']",2.0,1.0,7.84,0.7199999999999998,0.815407417103051,0.5545224005796812,0.612190252974289,14.3,118,590,0.8,2,10,-0.22633366286754608,0.04996032267808914,animation
The X-Files,SHOW,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",1993,TV-14,45,"['crime', 'drama', 'scifi', 'thriller']",['US'],11,8.6,217569,111.378,8.56,"['crime', 'scifi']",4.0,1.0,8.58,0.03999999999999915,0.7725270814584404,0.5545224005796812,0.6759702645829607,19.3,62,365,3.1,2,11,-0.033540159463882446,0.02682783454656601,crime
Futurama,SHOW,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",1999,TV-PG,23,"['action', 'animation', 'comedy', 'scifi']",['US'],11,8.5,230388,142.009,8.56,"['animation', 'comedy']",4.0,1.0,8.530000000000001,-0.0600000000000005,0.7885563070459128,0.5545224005796812,0.6759702640985977,9.1,24,106,16.8,1,8,-0.40252782963216305,-0.01633426547050476,action
Buffy the Vampire Slayer,SHOW,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",1997,TV-14,52,"['action', 'drama', 'fantasy', 'romance', 'scifi']",['US'],7,8.3,142891,50.995,8.379999999999999,"['drama', 'scifi']",5.0,1.0,8.34,-0.0799999999999983,0.7694095372911114,0.5545224005796812,0.30164126346856274,7.0,59,266,5.3,4,24,0.06554805487394333,0.048554226756095886,action
Dazed and Confused,MOVIE,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",1993,R,102,"['comedy', 'drama']",['US'],,7.6,179462,12.536,7.660000000000001,"['comedy', 'drama']",2.0,1.0,7.630000000000001,-0.060000000000001386,0.676586758987894,0.5545224005796812,0.45339074658805056,14.0,64,307,5.2,3,18,-0.12835736572742462,-0.3658343255519867,comedy
Malcolm in the Middle,SHOW,"Malcolm in the Middle is an American television sitcom created by Linwood Boomer for the Fox Broadcasting Company. The series was first broadcast on January 9, 2000; it ended its six year run on May 14, 2006 after seven seasons and 151 episodes. The series received critical acclaim and won a Peabody Award, seven Emmy Awards, one Grammy Award, and was nominated for seven Golden Globes.

The series follows a family of six, and stars Frankie Muniz in the lead role of Malcolm, a more-or-less normal boy who tests at genius level. He enjoys being smart, but he despises having to take classes for gifted children, who are mocked by the other students who call them ""Krelboynes"", a reference to the nerdy Seymour Krelboyne from The Little Shop of Horrors. Jane Kaczmarek is Malcolm's overbearing, authoritarian mother, Lois, and Bryan Cranston plays his disengaged but loving father Hal. Christopher Masterson plays eldest brother Francis, a former rebel who, in earlier episodes, was in military school, but eventually marries and settles into a steady job. Justin Berfield is Malcolm's dimwitted older brother Reese, a schoolyard bully who tortures Malcolm at home even while he defends him at school. Younger brother Dewey, genius musician, is portrayed by Erik Per Sullivan. For the first several seasons, the show's focus was on Malcolm. As the series progressed, however, it began to explore all six members of the family rather equally. A fifth son—Jamie—was introduced as a baby towards the middle of the series.",2000,TV-PG,23,"['comedy', 'drama', 'family']",['US'],7,8.1,128051,140.2,8.65,"['comedy', 'family']",3.0,1.0,8.375,-0.5500000000000007,0.7449214010800181,0.5545224005796812,0.3701963091951314,13.0,290,1521,1.8,4,21,0.2387268990278244,-0.10971830785274506,comedy
Frasier,SHOW,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",1993,TV-PG,25,['comedy'],['US'],11,8.2,82021,78.118,7.93,['comedy'],1.0,1.0,8.065,0.2699999999999996,0.7743576575786824,0.5545224005796812,0.8229586849424788,14.9,35,167,12.0,1,7,-0.42830589041113853,-0.1525263637304306,comedy
King of the Hill,SHOW,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",1997,TV-PG,23,"['animation', 'comedy', 'drama']",['US'],13,7.4,51214,40.291,7.57,"['comedy', 'drama']",3.0,1.0,7.485,-0.16999999999999993,0.7340281819322553,0.5545224005796812,0.5541555491635527,20.3,74,410,-4.2,4,16,-0.20688342303037643,0.24635354056954384,animation
