title,release_year,age_certification,runtime,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,top_genres,average_score
Sleepless Society NYCTOPHOBIA,2019,TV-MA,46,['TH'],1.0,5.6,46.0,2.664,"['drama', 'thriller']",7.485
I'm with the Band: Nasty Cherry,2019,TV-MA,33,['US'],1.0,,,4.229,"['documentation', 'reality']",7.479999999999999
Taj Mahal 1989,2020,,34,['IO'],1.0,7.4,1542.0,2.624,"['comedy', 'drama']",7.485
J-Style Trip,2020,TV-14,64,"['CN', 'TW']",1.0,5.0,114.0,1.879,['reality'],6.375
The Underclass,2020,TV-MA,55,['TH'],1.0,6.5,64.0,2.426,['drama'],6.765000000000001
GAME ON: A Comedy Crossover Event,2020,TV-G,30,['US'],2.0,5.5,219.0,3.255,"['comedy', 'family']",6.715
Crime Diaries: The Candidate,2019,TV-MA,42,['MX'],1.0,7.5,813.0,9.173,"['thriller', 'war']",7.58
Sakho & Mangane,2019,TV-MA,51,['SN'],1.0,6.3,135.0,3.577,"['action', 'comedy']",6.8
Secreto bien guardado,2019,TV-MA,30,['AR'],1.0,5.0,195.0,2.832,"['drama', 'romance']",7.5
Legend Quest: Masters of Myth,2019,TV-Y7,25,['MX'],1.0,7.5,128.0,5.398,"['action', 'animation']",8.75
Once Upon A Time,2019,TV-14,39,['EG'],1.0,,,0.884,['drama'],8.2
Hello Ninja,2019,TV-Y,13,['CA'],4.0,6.8,119.0,7.582,"['family', 'fantasy']",7.05
True: Terrific Tales,2020,,8,['US'],1.0,6.2,24.0,2.148,"['animation', 'family']",7.65
Singapore Social,2019,,38,['US'],1.0,4.7,2197.0,1.797,['reality'],7.35
Living Undocumented,2019,TV-MA,43,['US'],1.0,6.6,580.0,1.19,['documentation'],6.5
The Fabulous Lives of Bollywood Wives,2020,TV-MA,37,['IN'],1.0,4.7,9695.0,1.363,"['documentation', 'reality']",5.325
Holiday Home Makeover with Mr. Christmas,2020,TV-G,44,['US'],1.0,5.8,293.0,5.464,['reality'],6.415
Hasmukh,2020,TV-MA,32,['IN'],1.0,5.3,2680.0,2.372,"['comedy', 'crime']",6.3
Sugar Rush Christmas,2019,TV-PG,51,['US'],2.0,6.8,590.0,2.274,['reality'],7.365
Cricket Fever: Mumbai Indians,2019,TV-MA,38,['IN'],1.0,7.2,710.0,1.4,"['documentation', 'sport']",8.15
Buddi,2020,TV-Y,10,['US'],2.0,7.2,58.0,1.032,"['family', 'fantasy']",8.6
Chico Bon Bon: Monkey with a Tool Belt,2020,,14,['US'],4.0,,,7.69,['animation'],8.83
Felipe Esparza: Bad Decisions,2020,TV-MA,63,['US'],1.0,5.3,176.0,1.061,['comedy'],7.65
Mighty Little Bheem,2019,TV-Y,6,['US'],3.0,6.4,252.0,8.586,"['animation', 'comedy']",7.48
Find Yourself,2020,TV-14,45,['CN'],1.0,7.7,212.0,14.895,"['drama', 'romance']",7.814999999999999
Six Windows in the Desert,2020,TV-14,21,['SA'],1.0,4.3,3104.0,1.176,"['drama', 'scifi']",7.15
Sexy Central,2019,TV-MA,27,['HK'],1.0,,,1.722,['comedy'],5.5
Bhaag Beanie Bhaag,2020,,29,['IN'],1.0,,,1.187,['drama'],7.93
Green Door,2019,,49,['TW'],1.0,6.4,131.0,2.114,"['comedy', 'drama']",7.435
Fary: Hexagone,2020,TV-MA,51,['FR'],1.0,6.2,129.0,1.41,['comedy'],6.75
Nailed It! Germany,2020,TV-14,0,['DE'],1.0,5.7,102.0,2.157,['reality'],7.85
Nailed It! Mexico,2019,TV-PG,33,['MX'],3.0,6.2,308.0,4.224,['reality'],6.795
Valentino,2020,TV-14,37,['EG'],1.0,5.2,225.0,6.16,['comedy'],6.025
Bangkok Love Stories: Plead,2019,,42,['TH'],1.0,7.2,58.0,1.82,['drama'],8.15
The 43,2019,TV-MA,66,['MX'],1.0,7.1,143.0,2.828,"['documentation', 'war']",7.154999999999999
Kings of Jo'Burg,2020,TV-MA,53,['ZA'],1.0,5.0,499.0,5.53,"['crime', 'thriller']",6.555000000000001
Bad Boy Billionaires: India,2020,TV-14,59,['XX'],1.0,7.9,3057.0,1.974,"['crime', 'documentation']",8.185
Spectros,2020,TV-MA,44,['BR'],1.0,,,7.354,['scifi'],7.21
The Unremarkable Juanquini,2020,TV-MA,29,['CO'],2.0,4.3,191.0,7.945,['comedy'],5.8
"Wait, My Youth",2019,TV-PG,36,['CN'],1.0,8.0,122.0,4.459,"['drama', 'romance']",8.55
Voices of Fire,2020,TV-PG,37,['US'],1.0,6.8,388.0,1.137,"['music', 'reality']",7.5
The Defected,2019,TV-14,42,['HK'],1.0,7.4,70.0,6.024,"['crime', 'drama']",8.25
Country Ever After,2020,TV-PG,24,['US'],1.0,6.4,170.0,1.11,"['music', 'reality']",8.065000000000001
Dollar,2019,,41,['LB'],1.0,6.6,602.0,2.16,"['action', 'drama']",7.399999999999999
Bookmarks: Celebrating Black Voices,2020,TV-G,7,['US'],1.0,5.0,163.0,3.313,['family'],6.6
A Perfect Day for Arsenide,2020,TV-MA,23,['HK'],1.0,5.0,18.0,1.4,"['drama', 'romance']",3.9
I Have A Script,2019,TV-14,45,['KW'],1.0,,,2.143,['drama'],10.0
糖糖Online,2019,TV-MA,24,['TW'],1.0,5.4,22.0,0.6,"['drama', 'family']",7.7
Southern Survival,2020,,29,['US'],1.0,5.2,462.0,1.847,['reality'],6.835000000000001
Answer for Heaven,2019,,42,['TH'],1.0,,,1.568,"['comedy', 'drama']",9.1
Styling Hollywood,2019,TV-14,36,['US'],1.0,6.6,361.0,1.289,['reality'],8.3
Bangkok Buddies,2019,TV-MA,40,['TH'],1.0,6.8,17.0,3.237,"['comedy', 'drama']",8.4
DeMarcus Family Rules,2020,TV-14,28,['US'],1.0,6.4,112.0,1.532,['reality'],6.175000000000001
The Charming Stepmom,2019,TV-14,46,['TH'],1.0,7.9,18.0,5.114,"['family', 'romance']",8.95
Arashi's Diary: Voyage,2019,TV-Y7,30,['JP'],1.0,7.8,44.0,3.2,"['documentation', 'music']",8.675
The House Arrest of Us,2020,TV-MA,26,['PH'],1.0,5.5,116.0,1.852,"['comedy', 'romance']",5.5
Children of Adam,2020,TV-14,40,['LB'],1.0,7.7,186.0,3.843,"['action', 'drama']",8.175
Ladies Up,2020,,17,['IN'],1.0,4.3,237.0,1.598,"['comedy', 'reality']",6.25
True Tunes,2019,TV-Y7,3,['US'],1.0,8.0,13.0,1.522,"['animation', 'family']",9.0
The Good Bandit,2019,,44,['CO'],1.0,7.8,99.0,4.072,"['comedy', 'crime']",7.73
Cairo's Class,2019,TV-14,33,['KW'],1.0,,,0.809,['drama'],8.2
What the Love! with Karan Johar,2020,,47,['IO'],1.0,,,1.437,['reality'],7.3
Resident Evil,2022,TV-MA,51,['US'],1.0,3.7,24982.0,1387.392,"['scifi', 'thriller']",5.030200000000001
The Lincoln Lawyer,2022,TV-MA,50,['US'],1.0,7.7,30295.0,68.925,"['crime', 'drama']",7.994999999999999
Man vs. Bee,2022,TV-PG,11,['GB'],1.0,6.8,22287.0,260.169,"['comedy', 'family']",7.26465
How to Change Your Mind,2022,TV-MA,54,['US'],1.0,8.2,627.0,19.552,['documentation'],7.75
God's Favorite Idiot,2022,TV-MA,27,['US'],1.0,5.7,4196.0,7.322,"['comedy', 'fantasy']",6.5
Keep Sweet: Pray and Obey,2022,TV-MA,49,['US'],1.0,7.4,7174.0,10.307,"['crime', 'documentation']",7.530000000000001
D.B. Cooper: Where Are You?!,2022,TV-MA,43,['US'],1.0,,,15.171,"['crime', 'documentation']",6.130000000000001
"Boo, Bitch",2022,TV-14,25,['US'],1.0,5.7,2203.0,481.983,"['comedy', 'scifi']",6.275
Midnight Mass,2021,TV-MA,64,['US'],1.0,7.7,106385.0,73.108,"['fantasy', 'horror']",7.77585
Inventing Anna,2022,TV-MA,68,['US'],1.0,6.8,61061.0,74.876,['drama'],6.959999999999999
Snowflake Mountain,2022,TV-MA,38,['GB'],1.0,4.9,691.0,3.681,['reality'],5.965
Anatomy of a Scandal,2022,TV-MA,46,"['GB', 'US']",1.0,7.0,23981.0,11.678,"['drama', 'thriller']",7.375
Arcane,2021,TV-14,41,['US'],1.0,9.0,186899.0,106.45,"['action', 'scifi']",9.08645
Squid Game,2021,TV-MA,55,['KR'],2.0,8.0,426967.0,361.925,"['action', 'thriller']",8.019449999999999
Money Heist (Korean Remake),2022,TV-MA,70,['KR'],1.0,5.2,5142.0,904.326,"['action', 'drama']",6.6991
Heartstopper,2022,TV-14,28,['GB'],3.0,8.7,45476.0,165.66,"['drama', 'romance']",8.91215
Extraordinary Attorney Woo,2022,,70,['KR'],1.0,,,511.033,['drama'],8.56
Pieces of Her,2022,TV-MA,51,['US'],1.0,6.3,22435.0,18.516,"['crime', 'drama']",6.619999999999999
Maid,2021,TV-MA,54,['US'],1.0,8.4,77885.0,0.6,"['comedy', 'drama']",8.3
How To Build a Sex Room,2022,TV-MA,42,['US'],1.0,5.3,181.0,8.976,['reality'],6.795
"BASTARD‼ -Heavy Metal, Dark Fantasy-",2022,TV-MA,25,['JP'],1.0,6.7,854.0,23.009,"['action', 'animation']",6.91
The Longest Night,2022,TV-MA,45,['ES'],1.0,5.8,502.0,0.6,"['action', 'crime']",6.38935
You Don't Know Me,2021,,56,['GB'],1.0,6.9,4037.0,6.332,"['crime', 'drama']",6.785
First Kill,2022,TV-MA,49,['US'],1.0,6.4,23605.0,252.955,"['drama', 'thriller']",7.48
Queen,2022,TV-MA,49,['PL'],1.0,7.1,815.0,8.782,['drama'],7.335
King of Stonks,2022,TV-MA,47,['DE'],1.0,6.0,318.0,9.01,"['comedy', 'drama']",6.29
Alba,2021,TV-MA,50,['ES'],1.0,6.2,511.0,87.031,['drama'],6.795
Alchemy of Souls,2022,TV-14,80,['KR'],1.0,8.6,878.0,108.72,"['action', 'drama']",8.399999999999999
The Pentaverate,2022,TV-MA,26,['US'],1.0,6.1,8726.0,8.239,['comedy'],6.205
Murderville,2022,TV-MA,34,['US'],1.0,6.8,11466.0,5.846,"['comedy', 'crime']",6.69
Vikings: Valhalla,2022,TV-MA,51,['US'],1.0,7.1,34833.0,236.161,"['action', 'war']",7.641
Uncle From Another World,2022,TV-MA,24,['JP'],1.0,,,64.356,['scifi'],7.3
Shadow and Bone,2021,TV-14,52,['US'],1.0,7.6,80009.0,28.08,"['drama', 'scifi']",7.989999999999999
Kung Fu Panda: The Dragon Knight,2022,TV-Y7,24,['US'],1.0,5.9,742.0,656.832,"['action', 'animation']",6.825
"Web of Make Believe: Death, Lies and the Internet",2022,TV-MA,57,['US'],1.0,6.1,1145.0,5.959,"['crime', 'documentation']",6.52
The Woman in the House Across the Street from the Girl in the Window,2022,TV-MA,26,['US'],1.0,6.3,41822.0,14.902,"['crime', 'thriller']",6.8
Café Minamdang,2022,,64,['KR'],1.0,7.0,131.0,51.111,"['comedy', 'drama']",7.24
The Future Of,2022,TV-14,20,['US'],1.0,4.7,165.0,6.998,['documentation'],5.82
Archive 81,2022,TV-MA,54,['US'],1.0,7.3,45954.0,61.695,"['drama', 'scifi']",7.48
Stay Close,2021,TV-MA,47,['GB'],1.0,6.9,30197.0,11.449,"['crime', 'drama']",7.19
Pirate Gold of Adak Island,2022,TV-14,29,['US'],1.0,4.6,563.0,20.51,['reality'],5.365
All of Us Are Dead,2022,TV-MA,61,['KR'],2.0,7.5,45027.0,491.672,"['action', 'drama']",8.0534
Our Great National Parks,2022,TV-PG,52,['US'],1.0,7.9,1684.0,2.583,['documentation'],8.005
Resident Evil: Infinite Darkness,2021,TV-MA,27,['US'],1.0,5.8,9500.0,83.312,"['animation', 'scifi']",6.955
Attack on Pearl Harbor: Minute by Minute,2021,TV-14,45,['GB'],1.0,7.5,68.0,3.377,"['documentation', 'history']",7.5
Juanpis González - The Series,2022,TV-MA,25,['CO'],1.0,6.8,348.0,39.001,"['comedy', 'drama']",7.319999999999999
Borgen - Power & Glory,2022,TV-MA,57,['DK'],1.0,8.2,165.0,4.726,"['drama', 'war']",8.379999999999999
Spriggan,2022,TV-MA,46,['JP'],1.0,7.0,664.0,16.71,"['action', 'animation']",7.105
Sweet Tooth,2021,TV-14,45,['US'],2.0,7.8,50215.0,63.287,"['drama', 'scifi']",8.0
Behind Her Eyes,2021,TV-MA,50,['GB'],1.0,7.2,59293.0,29.851,"['drama', 'thriller']",7.52
Indian Predator: The Butcher of Delhi,2022,TV-MA,43,['IN'],1.0,,,22.238,"['crime', 'documentation']",6.130000000000001
All American: Homecoming,2022,TV-14,39,['US'],2.0,5.3,527.0,9.277,"['drama', 'sport']",6.795
Lupin,2021,TV-MA,46,['FR'],3.0,7.5,102888.0,66.66,"['crime', 'drama']",7.805000000000001
Meltdown: Three Mile Island,2022,TV-14,44,['US'],1.0,6.9,3115.0,2.873,"['documentation', 'history']",6.83
The Upshaws,2021,TV-14,27,['US'],2.0,6.8,2589.0,5.205,"['comedy', 'family']",7.814999999999999
Clark,2022,TV-MA,61,['SE'],1.0,7.4,7958.0,14.127,"['action', 'thriller']",7.305
Farzar,2022,TV-MA,27,['US'],1.0,5.3,929.0,47.136,"['animation', 'scifi']",6.074999999999999
Pacific Rim: The Black,2021,TV-14,24,['US'],2.0,7.0,5175.0,50.254,"['animation', 'scifi']",7.74985
Inside Job,2021,TV-MA,28,['US'],2.0,7.6,16616.0,42.395,"['animation', 'comedy']",7.989999999999999
Iron Chef: Quest for an Iron Legend,2022,TV-G,48,['US'],1.0,7.1,382.0,4.182,['reality'],7.199999999999999
First Class,2022,,43,['ES'],1.0,2.8,94.0,7.79,['reality'],2.8
Two Summers,2022,TV-PG,46,['BE'],1.0,6.8,2867.0,39.696,"['drama', 'thriller']",6.9375
She Would Never Know,2021,TV-14,64,['KR'],1.0,7.5,743.0,34.287,"['drama', 'romance']",8.21
The Hidden Lives of Pets,2022,,32,['GB'],1.0,7.4,339.0,7.588,['documentation'],7.665
Dead End: Paranormal Park,2022,TV-Y7,27,['GB'],1.0,,,26.566,['animation'],8.47
Bad Vegan: Fame. Fraud. Fugitives.,2022,TV-MA,52,['US'],1.0,5.8,6134.0,3.403,"['crime', 'documentation']",5.785
Cowboy Bebop,2021,TV-MA,45,['US'],1.0,6.6,35427.0,17.479,"['action', 'scifi']",6.859999999999999
The Cuphead Show!,2022,TV-Y7,15,['US'],2.0,7.4,6513.0,96.8,"['animation', 'comedy']",7.8
Hellbound,2021,TV-MA,52,['KR'],1.0,6.6,23099.0,193.725,"['horror', 'scifi']",7.219999999999999
The Beauty Queen of Jerusalem,2021,TV-MA,30,['IL'],3.0,7.1,337.0,11.854,['drama'],7.649999999999999
Intimacy,2022,TV-MA,48,['ES'],1.0,6.8,1674.0,19.965,"['crime', 'drama']",6.915
In from the Cold,2022,TV-MA,49,['US'],1.0,6.2,7047.0,13.736,"['drama', 'scifi']",6.975
Brand New Cherry Flavor,2021,TV-MA,43,['US'],1.0,7.1,15028.0,57.609,"['drama', 'thriller']",7.154999999999999
The G Word with Adam Conover,2022,TV-MA,30,['US'],1.0,6.7,682.0,4.603,"['comedy', 'documentation']",6.325
Sex/Life,2021,TV-MA,47,['US'],2.0,5.4,20549.0,165.068,"['comedy', 'drama']",6.395
True Story,2021,TV-MA,39,['US'],1.0,7.4,17567.0,42.104,"['drama', 'thriller']",7.439999999999999
The Guardians of Justice,2022,TV-MA,29,['US'],1.0,,,55.768,"['action', 'scifi']",7.119999999999999
Clickbait,2021,TV-MA,46,"['AU', 'US']",1.0,7.2,51476.0,40.623,"['crime', 'drama']",7.5398
Murder Among the Mormons,2021,TV-14,53,['US'],1.0,7.0,6309.0,6.871,"['crime', 'documentation']",7.285
Wrong Side of the Tracks,2021,TV-MA,71,['ES'],2.0,6.7,1671.0,27.824,"['action', 'crime']",6.415000000000001
Love on the Spectrum U.S.,2022,TV-14,41,['US'],1.0,8.2,1097.0,2.852,"['documentation', 'reality']",7.615
Komi Can't Communicate,2021,TV-14,24,['JP'],2.0,7.8,5462.0,132.754,"['animation', 'drama']",8.11385
The Silent Sea,2021,TV-MA,45,['KR'],1.0,6.9,19592.0,94.568,"['scifi', 'thriller']",7.55
The Chestnut Man,2021,TV-MA,55,['DK'],1.0,7.7,42817.0,49.565,"['crime', 'drama']",7.814999999999999
Firefly Lane,2021,TV-MA,50,['US'],1.0,7.4,20748.0,9.959,"['drama', 'romance']",7.665
The 7 Lives of Lea,2022,TV-MA,45,['FR'],1.0,7.5,2684.0,12.437,"['drama', 'thriller']",7.445
The Chair,2021,TV-MA,30,['US'],1.0,7.2,16331.0,6.775,"['comedy', 'drama']",7.25
Attenborough's Life in Colour,2021,TV-PG,51,['GB'],1.0,8.2,3238.0,6.232,['documentation'],8.065
Hurts Like Hell,2022,TV-MA,50,['TH'],1.0,8.4,83.0,8.413,"['drama', 'sport']",8.78195
The Serpent,2021,TV-MA,57,['GB'],1.0,7.6,42371.0,12.904,"['crime', 'drama']",7.719999999999999
jeen-yuhs,2022,TV-MA,93,['US'],1.0,8.0,8319.0,3.852,"['documentation', 'music']",7.695
Turning Point: 9/11 and the War on Terror,2021,TV-14,62,['US'],1.0,8.0,9132.0,7.209,"['history', 'war']",7.785
The Perfect Mother,2022,TV-MA,49,"['DE', 'FR']",1.0,5.9,845.0,14.164,"['drama', 'thriller']",6.15
Human Resources,2022,TV-MA,27,['US'],1.0,7.2,5579.0,21.344,"['animation', 'comedy']",7.025
My Name,2021,TV-MA,50,['KR'],1.0,7.8,19737.0,86.286,"['action', 'thriller']",8.135
Welcome to Eden,2022,TV-MA,41,"['ES', 'KN']",1.0,5.4,4145.0,198.535,"['action', 'scifi']",6.485
Maya and the Three,2021,TV-Y7,131,['MX'],1.0,8.1,3780.0,51.341,"['comedy', 'drama']",8.059999999999999
The Andy Warhol Diaries,2022,TV-MA,66,['US'],1.0,7.7,1844.0,1.844,['documentation'],7.77
Who Killed Sara?,2021,TV-MA,41,['MX'],3.0,6.4,13960.0,119.334,"['crime', 'drama']",7.165
Young Royals,2021,TV-MA,45,['SE'],2.0,8.3,29025.0,43.342,"['drama', 'romance']",8.61
Halston,2021,TV-MA,47,['US'],1.0,7.5,14681.0,18.504,['drama'],7.535
Anxious People,2021,TV-MA,29,['SE'],1.0,6.8,3913.0,3.126,"['crime', 'drama']",6.779999999999999
Jupiter's Legacy,2021,TV-MA,45,['US'],1.0,6.7,37848.0,59.076,"['action', 'scifi']",7.135
Hold Tight,2022,TV-MA,47,['PL'],1.0,6.1,2288.0,6.901,"['crime', 'drama']",6.789999999999999
The Innocent,2021,TV-MA,58,['ES'],1.0,7.8,29670.0,15.042,"['drama', 'thriller']",7.91
Yakamoz S-245,2022,TV-MA,48,['TR'],1.0,6.1,5789.0,13.009,"['drama', 'scifi']",6.789999999999999
Hit & Run,2021,TV-MA,44,['IL'],1.0,7.0,8602.0,20.178,"['action', 'drama']",7.375
Midnight at the Pera Palace,2022,TV-14,44,['TR'],1.0,7.0,7377.0,5.849,"['drama', 'thriller']",7.105
The Puppet Master: Hunting the Ultimate Conman,2022,TV-MA,42,['GB'],1.0,7.0,6370.0,6.409,"['crime', 'documentation']",6.9538
VOIR,2021,TV-MA,20,['US'],1.0,6.8,1323.0,1.35,['documentation'],7.14
Business Proposal,2022,TV-14,61,['KR'],1.0,8.1,7806.0,183.465,"['drama', 'romance']",8.285
Remarriage & Desires,2022,TV-14,62,['KR'],1.0,7.2,459.0,56.948,['drama'],7.55015
Fate: The Winx Saga,2021,TV-MA,50,['US'],2.0,6.8,39519.0,97.114,"['drama', 'scifi']",7.66785
Masters of the Universe: Revelation,2021,TV-PG,26,['US'],2.0,5.3,26422.0,26.04,"['family', 'fantasy']",6.209999999999999
Gabby's Dollhouse,2021,TV-Y,24,['US'],4.0,7.0,379.0,15.275,"['animation', 'comedy']",8.05
Tomorrow,2022,TV-14,61,['KR'],1.0,7.7,8564.0,30.75,"['drama', 'fantasy']",8.2119
Heist,2021,TV-MA,43,['US'],1.0,6.8,1748.0,5.935,"['crime', 'documentation']",7.005
My Liberation Notes,2022,TV-MA,68,['KR'],1.0,8.4,1400.0,16.528,"['drama', 'family']",8.344999999999999
Feria: The Darkest Light,2022,TV-MA,50,['ES'],1.0,5.7,1532.0,12.612,"['crime', 'scifi']",6.41
Surviving Summer,2022,TV-PG,28,"['AU', 'DE']",1.0,6.3,1433.0,10.719,"['drama', 'family']",7.16
The Principles of Pleasure,2022,TV-MA,51,['US'],1.0,5.7,1121.0,4.446,['documentation'],6.050000000000001
Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,47,['US'],1.0,7.5,24892.0,15.428,"['crime', 'documentation']",7.58
How to Become a Tyrant,2021,TV-MA,27,['US'],1.0,7.4,8484.0,11.324,"['documentation', 'war']",7.575
Cracow Monsters,2022,TV-MA,52,['PL'],1.0,5.5,1694.0,119.993,"['drama', 'scifi']",6.355
Worst Roommate Ever,2022,TV-MA,47,['US'],1.0,8.1,8.0,4.457,"['crime', 'documentation']",7.654999999999999
Change Days,2021,TV-PG,64,['KR'],2.0,,,13.24,['reality'],5.5
Vampire in the Garden,2022,TV-14,26,['JP'],1.0,6.7,848.0,7.973,"['drama', 'scifi']",7.359999999999999
Ginny & Georgia,2021,TV-14,54,['US'],1.0,7.4,46343.0,71.27,"['comedy', 'drama']",7.845
Conversations with a Killer: The John Wayne Gacy Tapes,2022,TV-MA,61,['US'],1.0,7.1,6665.0,94.08,"['crime', 'documentation']",7.380000000000001
Catching Killers,2021,TV-MA,41,['US'],2.0,7.1,3250.0,12.506,"['crime', 'documentation']",7.199999999999999
Chosen,2022,TV-MA,41,['DK'],1.0,4.3,1246.0,7.199,"['drama', 'scifi']",5.6128
Country Queen,2022,TV-MA,60,['KE'],1.0,,,12.067,['drama'],5.77
Is It Cake?,2022,TV-PG,39,['US'],1.0,5.7,2411.0,3.846,['reality'],6.77
The Girl from Oslo,2021,,33,['NO'],1.0,6.3,3141.0,9.423,"['drama', 'thriller']",6.9350000000000005
The Way of the Househusband,2021,TV-MA,18,['JP'],1.0,7.3,3724.0,20.159,"['animation', 'comedy']",8.01595
Twenty Five Twenty One,2022,TV-14,76,['KR'],1.0,8.7,5746.0,57.97,"['drama', 'romance']",8.719999999999999
The Billion Dollar Code,2021,TV-MA,67,['DE'],1.0,8.0,8164.0,11.997,"['crime', 'drama']",8.19
Glória,2021,TV-MA,44,['PT'],1.0,7.9,4126.0,5.98,"['drama', 'history']",7.6
The One,2021,TV-MA,42,['GB'],1.0,6.6,12552.0,13.554,"['drama', 'scifi']",6.904999999999999
Hard Cell,2022,TV-MA,26,"['GB', 'US']",1.0,6.2,1568.0,2.936,"['comedy', 'documentation']",6.21
Gone for Good,2021,TV-MA,49,['FR'],1.0,6.3,4083.0,4.375,"['drama', 'thriller']",6.35
This Is a Robbery: The World's Biggest Art Heist,2021,TV-MA,53,['US'],1.0,6.5,4328.0,5.515,"['crime', 'documentation']",6.855
Crime Scene: The Vanishing at the Cecil Hotel,2021,TV-MA,55,['US'],1.0,5.9,16799.0,18.971,"['crime', 'documentation']",6.69
Record of Ragnarok,2021,TV-MA,24,['JP'],2.0,6.2,4923.0,168.41,"['action', 'animation']",7.48305
Jimmy Savile: A British Horror Story,2022,TV-MA,85,['GB'],1.0,6.7,6536.0,3.341,"['crime', 'documentation']",6.91
The Marked Heart,2022,TV-MA,44,['CO'],2.0,6.4,1824.0,273.963,"['drama', 'thriller']",7.3333
New Heights,2021,TV-MA,48,['CH'],1.0,6.7,525.0,8.664,['drama'],7.405000000000001
Life After Death with Tyler Henry,2022,TV-MA,43,['US'],1.0,5.9,913.0,2.222,['reality'],5.925000000000001
That’s My Time with David Letterman,2022,TV-MA,18,['US'],1.0,6.7,140.0,1.868,['comedy'],7.0
Pretend It's a City,2021,TV-14,29,['US'],1.0,8.1,7296.0,3.576,"['comedy', 'documentation']",7.969999999999999
Q-Force,2021,TV-MA,27,['US'],1.0,6.3,5294.0,10.637,"['action', 'animation']",6.89
That Girl Lay Lay,2021,TV-G,22,['US'],2.0,3.6,254.0,5.946,['comedy'],6.575
Blue Period,2021,TV-14,25,['JP'],1.0,7.7,1956.0,8.106,"['animation', 'drama']",7.814999999999999
Kotaro Lives Alone,2022,TV-14,27,['JP'],1.0,8.4,2281.0,13.897,"['animation', 'drama']",7.805
The Sound of Magic,2022,TV-14,69,['KR'],1.0,7.7,2783.0,117.687,"['drama', 'scifi']",7.725
Baki Hanma,2021,TV-MA,25,['JP'],2.0,6.6,1685.0,211.093,"['action', 'animation']",7.42205
Super Crooks,2021,TV-MA,30,['JP'],1.0,7.1,2254.0,6.317,"['action', 'crime']",7.289999999999999
Our Beloved Summer,2021,TV-14,61,['KR'],1.0,,,17.209,"['comedy', 'drama']",9.010000000000002
"Mom, Don't Do That!",2022,TV-MA,53,['TW'],1.0,6.5,87.0,116.074,"['comedy', 'drama']",7.8
Vincenzo,2021,,81,['KR'],1.0,8.4,16358.0,50.764,"['action', 'drama']",8.66
Sophie: A Murder in West Cork,2021,TV-14,55,['GB'],1.0,6.8,5234.0,6.016,"['crime', 'documentation']",6.824999999999999
He-Man and the Masters of the Universe,2021,TV-Y7,25,['US'],3.0,5.8,1679.0,22.627,"['action', 'animation']",6.585100000000001
The Ultimatum: Marry or Move On,2022,TV-MA,49,['US'],1.0,5.4,1759.0,2.696,['reality'],5.99
Katla,2021,TV-MA,46,['IS'],1.0,7.0,13472.0,52.807,"['drama', 'thriller']",7.24
The Last Bus,2022,TV-PG,35,['GB'],1.0,5.0,590.0,3.658,"['comedy', 'scifi']",6.69
Tear Along the Dotted Line,2021,TV-14,19,['IT'],1.0,8.7,8053.0,24.559,"['comedy', 'drama']",8.585
Pretty Guardians Sailor Moon Eternal The Movie,2021,TV-14,81,['JP'],1.0,,,19.654,['action'],9.64
Jump Like a Witch,2022,TV-PG,92,['KR'],1.0,,,1.62,['reality'],5.5
Trese,2021,TV-MA,29,['PH'],1.0,7.0,3803.0,20.878,"['horror', 'scifi']",7.33
WWII in Color: Road to Victory,2021,,51,['GB'],1.0,8.2,1684.0,8.514,"['documentation', 'war']",8.155000000000001
Animal,2021,TV-PG,46,"['BR', 'US']",2.0,7.9,1181.0,4.822,['documentation'],8.275
Hometown Cha-Cha-Cha,2021,TV-14,78,['KR'],1.0,8.4,11060.0,40.151,"['comedy', 'romance']",8.39
History of Swear Words,2021,TV-MA,21,['US'],1.0,6.4,4877.0,5.6,"['comedy', 'documentation']",6.85
Ganglands,2021,TV-MA,46,['FR'],1.0,7.0,2553.0,39.002,"['action', 'crime']",7.285
DOTA: Dragon's Blood,2021,TV-MA,26,['US'],3.0,7.8,17848.0,29.69,"['action', 'scifi']",8.0
Falling Into Your Smile,2021,TV-14,44,['CN'],1.0,8.4,2267.0,39.102,"['comedy', 'drama']",8.75
The Cook of Castamar,2021,TV-MA,55,['ES'],1.0,7.4,3807.0,11.161,['drama'],7.395
High-Rise Invasion,2021,TV-MA,26,['JP'],1.0,6.6,2575.0,37.817,"['action', 'thriller']",7.58
Making Fun,2022,TV-PG,41,['US'],1.0,7.1,602.0,5.137,['reality'],7.199999999999999
Angry Birds: Summer Madness,2022,TV-Y7,14,['US'],2.0,5.8,620.0,17.106,"['action', 'comedy']",6.6850000000000005
School of Chocolate,2021,TV-PG,40,['US'],1.0,7.6,1721.0,2.468,['reality'],7.539999999999999
Our Blues,2022,TV-MA,66,['KR'],1.0,8.5,1150.0,23.177,['drama'],8.71
As the Crow Flies,2022,TV-MA,46,['TR'],1.0,6.3,3039.0,7.481,"['comedy', 'drama']",7.205
The Raincoat Killer: Chasing a Predator in Korea,2021,TV-MA,48,['KR'],1.0,6.4,2172.0,18.734,"['crime', 'documentation']",6.625
