title,type,release_year,age_certification,runtime,genre,production_countries,seasons,imdb_votes,tmdb_popularity,average_score
Justine,MOVIE,2019,,105,drama,['US'],,719,2.418,6.91
Heavy,MOVIE,1995,R,105,drama,['US'],,5047,3.308,6.96
Untold: Malice at the Palace,MOVIE,2021,R,69,crime,['US'],,7699,8.49,7.4
Phil Wang: Philly Philly Wang Wang,MOVIE,2021,,63,comedy,['GB'],,632,2.353,6.52
Untold: Caitlyn Jenner,MOVIE,2021,R,69,documentation,['US'],,2456,4.431,6.67
The Adam Project,MOVIE,2022,PG-13,106,drama,['US'],,183489,317.154,7.047700000000001
Lokillo: Nothing's the Same,MOVIE,2021,,64,comedy,['CO'],,53,34.522,6.27
Oscar Peterson: Black + White,MOVIE,2021,PG,81,documentation,['CA'],,96,3.265,8.2
Count Me In,MOVIE,2021,,81,documentation,[],,1805,4.044,7.095
Operation Hyacinth,MOVIE,2021,,112,crime,['PL'],,3119,16.846,6.91
Windfall,MOVIE,2022,R,92,crime,['US'],,20903,43.789,5.7471499999999995
Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,2021,PG-13,95,documentation,['US'],,946,7.921,7.28
Django & Django,MOVIE,2021,,80,documentation,[],,1006,,6.9
Minnal Murali,MOVIE,2021,,158,comedy,['IN'],,24681,68.032,7.79
Fever Dream,MOVIE,2021,R,93,drama,"['CL', 'PE']",,1906,30.42,5.855
JJ+E,MOVIE,2021,,90,drama,['SE'],,1724,31.532,5.58
Last Man Down,MOVIE,2021,R,87,thriller,"['GB', 'SE']",,12850,358.251,5.722849999999999
The First Wave,MOVIE,2021,R,94,history,['US'],,822,6.463,7.15
Prey,MOVIE,2021,,87,drama,['DE'],,7360,48.888,4.72
Afterlife of the Party,MOVIE,2021,,109,fantasy,['US'],,8728,28.436,6.505000000000001
Father Christmas Is Back,MOVIE,2021,PG-13,104,comedy,['GB'],,5658,30.921,4.865
Unroyal,MOVIE,2020,,97,drama,['NG'],,,0.981,
Hell Hath No Fury,MOVIE,2021,R,94,action,"['BY', 'FR', 'KZ', 'US']",,1828,9.714,6.255000000000001
Breaded Life,MOVIE,2021,,120,comedy,['NG'],,65,1.96,8.85
Ayinla,MOVIE,2021,,119,drama,[],,23,1.688,8.1
Untold: Breaking Point,MOVIE,2021,R,79,documentation,['US'],,2490,5.385,7.8999999999999995
Ankahi Kahaniya,MOVIE,2021,,110,drama,['IN'],,876,5.641,6.175000000000001
Boomika,MOVIE,2021,,122,thriller,['IN'],,2553,1.945,6.49
A Faraway Land,MOVIE,2021,,101,drama,"['FO', 'PH']",,136,1.748,6.015000000000001
Forever Rich,MOVIE,2021,R,90,crime,['NL'],,1025,17.216,5.95
We Couldn't Become Adults,MOVIE,2021,,124,drama,['JP'],,706,10.432,6.535
The Unforgivable,MOVIE,2021,R,112,drama,"['DE', 'GB', 'US']",,105353,74.153,7.425
Found,MOVIE,2021,PG,97,documentation,"['CN', 'US']",,1198,32.993,7.625
No One Gets Out Alive,MOVIE,2021,R,85,horror,"['RO', 'US']",,15031,96.132,5.85
Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,G,30,animation,['GB'],,1491,67.766,7.3
Resident Evil,MOVIE,2002,R,100,scifi,"['CA', 'DE', 'FR', 'GB', 'US']",,265366,29.834,6.77
Love Hard,MOVIE,2021,,104,romance,['US'],,49784,24.112,6.845
The River Runner,MOVIE,2021,,86,documentation,[],,1667,2.283,6.965
Tiny Toons Spring Break Special,MOVIE,1994,,45,comedy,['US'],,457,3.814,7.075
Together,MOVIE,2021,R,92,drama,['KR'],,3552,6.511,6.8
My Heroes Were Cowboys,MOVIE,2021,PG,23,documentation,['US'],,,3.145,7.930000000000001
The Women and the Murderer,MOVIE,2021,PG-13,92,documentation,['FR'],,1237,9.08,6.49
Chickenhare and the Hamster of Darkness,MOVIE,2022,,91,animation,"['BE', 'FR']",,1303,511.444,7.0007
Space Station 3D,MOVIE,2002,,47,documentation,"['CA', 'US']",,1681,5.688,7.035
You vs. Wild: Out Cold,MOVIE,2021,,25,action,['US'],,309,3.864,5.945
Lead Me Home,MOVIE,2021,,40,documentation,['US'],,,13.808,7.109999999999999
Procession,MOVIE,2021,R,118,documentation,['US'],,1148,6.708,6.71
John Bronco Rides Again,MOVIE,2021,,25,comedy,['US'],,,3.142,4.6
Ma Rainey's Black Bottom: A Legacy Brought to Screen,MOVIE,2020,PG,31,documentation,['US'],,,3.231,6.8500000000000005
Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,2021,,60,animation,[],,70,2.434,6.85
The Trial of Adolf Eichmann,MOVIE,2011,,90,documentation,['FR'],,84,1.241,7.985
My Bride,MOVIE,2021,,93,romance,['EG'],,327,2.545,5.385
Shadow Parties,MOVIE,2021,,116,action,['NG'],,9,1.286,6.2
The Falls,MOVIE,2021,,129,drama,['TW'],,1546,5.971,7.0600000000000005
Convergence: Courage in a Crisis,MOVIE,2021,R,113,documentation,"['GB', 'US']",,262,6.589,5.540000000000001
Devdas Brothers,MOVIE,2021,,99,drama,[],,51,,3.3
Angeliena,MOVIE,2021,,95,comedy,['ZA'],,1164,3.827,6.85
Tiny Toons Night Ghoulery,MOVIE,1995,,45,horror,['US'],,428,2.647,7.075
Avvai Shanmugi,MOVIE,1996,PG-13,160,drama,['IN'],,2586,2.828,7.825
Honey Girls,MOVIE,2021,PG,90,family,['US'],,173,4.527,5.145
Bright: Samurai Soul,MOVIE,2021,PG-13,80,fantasy,['JP'],,830,39.563,5.859999999999999
"My Brother, My Sister",MOVIE,2021,,110,drama,['IT'],,957,13.875,6.425000000000001
A StoryBots Space Adventure,MOVIE,2021,,12,animation,[],,,1.33,
Swallow,MOVIE,2021,,128,drama,[],,187,22.059,4.41
The Four of Us,MOVIE,2021,,88,romance,['DE'],,1036,15.115,5.625
Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,,97,horror,['PL'],,3641,100.747,4.295
Grudge,MOVIE,2021,,104,thriller,['TR'],,4298,61.563,6.175000000000001
Escape the Undertaker,MOVIE,2021,,31,thriller,['US'],,926,54.755,4.895
Britney vs. Spears,MOVIE,2021,,93,documentation,['US'],,6924,6.985,6.94
Blippi Summer Games,MOVIE,2021,,40,family,[],,,,
100 días con la Tata,MOVIE,2021,,82,documentation,[],,299,2.81,7.6
Photocopier,MOVIE,2021,,130,drama,['ID'],,3010,54.805,7.00315
One Night in Paris,MOVIE,2021,,64,comedy,['FR'],,79,3.59,5.359999999999999
Attack of the Hollywood Clichés!,MOVIE,2021,,59,documentation,"['GB', 'US']",,,6.095,6.49
Meeting Point,MOVIE,2021,,90,drama,['TR'],,469,1.443,3.5
A World Without,MOVIE,2021,,106,thriller,['ID'],,357,8.186,4.425
Love and Leashes,MOVIE,2022,R,118,comedy,['KR'],,4273,56.793,6.665
Through My Window,MOVIE,2022,R,116,drama,['ES'],,9082,236.503,6.566000000000001
Chronicle of a Disappearance,MOVIE,1996,,88,drama,"['DE', 'FR', 'PS', 'US']",,733,2.099,6.965
Making Malinche: A Documentary by Nacho Cano,MOVIE,2021,,89,documentation,[],,34,1.557,5.1
Sharkdog’s Fintastic Halloween,MOVIE,2021,,24,animation,[],,37,37.687,5.28
American Girl,MOVIE,2021,,101,drama,['TW'],,1221,2.57,7.02
Rabbids Invasion - Mission To Mars,MOVIE,2021,,70,animation,['FR'],,,4.321,7.1
Sanak,MOVIE,2021,,117,action,['IN'],,8904,1.745,6.73
Edis Starlight,MOVIE,2021,,74,documentation,[],,,0.985,8.65
Dave Chappelle: The Closer,MOVIE,2021,,72,comedy,['US'],,25873,7.841,7.74
Last Survivors,MOVIE,2022,,98,drama,['US'],,1234,14.048,5.23
Yara,MOVIE,2021,,96,drama,['IT'],,4205,21.629,6.4350000000000005
The Wasteland,MOVIE,2022,,91,thriller,['ES'],,3993,13.072,5.005
Sin City,MOVIE,2019,,101,thriller,[],,32,1.43,3.715
Mughizh,MOVIE,2021,,62,drama,['IN'],,,2.041,4.6
Divine Intervention,MOVIE,2002,,92,romance,"['DE', 'FR', 'MA', 'PS']",,3598,2.894,6.68
Meenakshi Sundareshwar,MOVIE,2021,,141,romance,['IN'],,17366,2.223,6.390000000000001
There's Someone Inside Your House,MOVIE,2021,,96,horror,['US'],,15380,79.807,5.42
This Is Not a Comedy,MOVIE,2021,,105,comedy,['MX'],,339,41.331,5.74
Little Big Mouth,MOVIE,2021,,94,comedy,['ZA'],,178,17.707,4.79
Kaaval,MOVIE,2021,,148,thriller,['IN'],,1497,1.978,5.435
Single All the Way,MOVIE,2021,,99,romance,['CA'],,15190,40.516,6.475
Captain Nova,MOVIE,2021,,86,action,['NL'],,1391,7.99,6.04
Madagascar: A Little Wild Holiday Goose Chase,MOVIE,2021,G,24,comedy,[],,41,1.312,4.8
Grumpy Christmas,MOVIE,2021,,87,comedy,['MX'],,355,32.532,6.12
A California Christmas: City Lights,MOVIE,2021,PG-13,105,comedy,['US'],,2231,19.813,6.22
David and the Elves,MOVIE,2021,,106,fantasy,['PL'],,695,51.053,5.845000000000001
Eraser,MOVIE,1996,R,115,thriller,"['CA', 'US']",,110921,19.437,6.25
L.O.L. Surprise: The Movie,MOVIE,2021,G,47,animation,['US'],,129,109.716,5.505000000000001
Making The Billion Dollar Code,MOVIE,2021,,28,documentation,['DE'],,,0.832,8.65
Munich: The Edge of War,MOVIE,2022,PG-13,129,drama,['GB'],,28352,29.255,7.005000000000001
One Shot,MOVIE,2021,,97,action,['GB'],,3677,265.495,6.359999999999999
Awara Paagal Deewana,MOVIE,2002,,169,comedy,['IN'],,8393,5.941,6.075
In Vitro,MOVIE,2019,,27,,[],,,,7.7
Amina,MOVIE,2021,PG-13,120,war,['NG'],,311,122.546,5.28
Story of Dinda: Second Chance of Happiness,MOVIE,2021,,59,romance,['ID'],,46,1.205,5.6
Motu Patlu in the Game of Zones,MOVIE,2020,,87,fantasy,['IN'],,,1.307,10.0
Shyam Singha Roy,MOVIE,2021,,155,drama,['IN'],,11655,6.084,7.635
Theo Von: Regular People,MOVIE,2021,,61,comedy,['US'],,827,3.436,6.199999999999999
The Sweetest Thing,MOVIE,2002,R,84,comedy,['US'],,58884,10.625,5.525
Just Short of Perfect,MOVIE,2021,,94,comedy,['BR'],,1007,15.364,5.9399999999999995
Mother/Android,MOVIE,2021,R,111,thriller,['US'],,17575,224.851,5.51
Guarding Tess,MOVIE,1994,PG-13,98,comedy,['US'],,17401,8.006,6.300000000000001
Anek,MOVIE,2022,,146,action,['IN'],,19394,9.261,6.390000000000001
Lords of Scam,MOVIE,2021,R,105,documentation,['FR'],,641,9.583,6.665
Catch Me If You Can,MOVIE,2002,PG-13,141,drama,['US'],,952602,72.321,8.149999999999999
Shiva VS Autobots,MOVIE,2018,,79,,[],,,0.626,
The Cat in the Hat,MOVIE,1971,,25,family,['US'],,1921,2.979,7.165
Sex: Unzipped,MOVIE,2021,,59,comedy,['US'],,411,3.031,3.46
Love Like the Falling Petals,MOVIE,2022,,128,drama,['JP'],,424,132.561,7.25
Game Changer,MOVIE,2021,,102,crime,['TH'],,113,3.203,5.52
Puff: Wonders of the Reef,MOVIE,2021,PG,59,documentation,"['AU', 'US']",,796,20.188,7.56
14 Peaks: Nothing Is Impossible,MOVIE,2021,,101,documentation,['US'],,24213,22.226,7.725
Haroun,MOVIE,2021,,76,comedy,['FR'],,68,2.093,6.71
Camp Confidential: America's Secret Nazis,MOVIE,2021,PG-13,34,documentation,['US'],,,14.501,6.845
Small Engine Repair,MOVIE,2021,R,102,drama,['US'],,2937,9.72,6.585
Above the Shadows,MOVIE,2019,,111,romance,['US'],,2631,8.075,6.65
The Crime,MOVIE,2022,,126,drama,['EG'],,,4.1,6.22
Never Back Down: Revolt,MOVIE,2021,R,89,action,['US'],,535,81.744,5.47
The Bubble,MOVIE,2022,R,126,comedy,['US'],,22479,91.061,5.01
Johnny Test's Ultimate Meatloaf Quest,MOVIE,2021,G,20,animation,['US'],,26,4.274,5.175
Angèle,MOVIE,2021,R,84,documentation,"['BE', 'FR']",,518,4.432,7.195
Along for the Ride,MOVIE,2022,,106,drama,['US'],,5347,158.01,6.52
The Privilege,MOVIE,2022,,107,scifi,['DE'],,4293,101.24,5.05
Montford: The Chickasaw Rancher,MOVIE,2021,,96,western,['US'],,719,4.098,6.5
Izla,MOVIE,2021,,85,horror,['PH'],,115,2.356,4.734999999999999
Will You Marry?,MOVIE,2021,,86,romance,['PH'],,58,1.304,5.2
Code 8,MOVIE,2019,,99,scifi,"['CA', 'GB', 'US']",,39469,18.193,6.34
Dangerous Liaisons,MOVIE,2022,,109,romance,['FR'],,1040,81.133,4.86875
A Naija Christmas,MOVIE,2021,,121,comedy,['NG'],,342,18.261,6.0
Kannathil Muthamittal,MOVIE,2002,,137,drama,['IN'],,8491,3.739,8.030000000000001
Comedian,MOVIE,2002,R,82,comedy,['US'],,6985,4.854,6.965
Carlos Ballarta: False Prophet,MOVIE,2021,,63,comedy,['MX'],,132,3.738,6.19
American Sicario,MOVIE,2021,R,101,crime,['US'],,10301,8.744,5.72
The Whole Truth,MOVIE,2021,R,125,drama,['TH'],,3323,149.152,5.885
The Hating Game,MOVIE,2021,R,102,romance,['US'],,10916,47.424,6.975
Hustle,MOVIE,2022,R,117,drama,['US'],,89770,746.928,7.755
Cobalt Blue,MOVIE,2022,,112,romance,['IN'],,1531,5.021,6.77
Only You,MOVIE,2021,,110,comedy,['PH'],,73,2.083,6.45
The Endless Trench,MOVIE,2019,,148,drama,"['ES', 'FR']",,6400,10.223,7.25
Michael Che: Shame the Devil,MOVIE,2021,,58,comedy,[],,1091,3.478,6.94
Anonymously Yours,MOVIE,2021,R,101,drama,['MX'],,1718,43.391,6.859999999999999
The Princess Switch 3: Romancing the Star,MOVIE,2021,PG,106,comedy,['US'],,5728,39.432,6.355
Dead Asleep,MOVIE,2021,,86,documentation,['GB'],,408,2.095,6.1850000000000005
Multiverse,MOVIE,2021,R,93,scifi,['CA'],,407,13.931,5.5649999999999995
Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,2021,,65,comedy,[],,527,3.015,6.5
Mo Amer: Mohammed in Texas,MOVIE,2021,,64,comedy,['US'],,652,2.831,5.6850000000000005
Jonas Brothers Family Roast,MOVIE,2021,,68,comedy,['US'],,1647,5.159,6.34
Hilda and the Mountain King,MOVIE,2021,,85,fantasy,"['CA', 'GB']",,2408,67.409,7.77
Carolin Kebekus: The Last Christmas Special,MOVIE,2021,,66,comedy,[],,98,1.925,5.325
Jim Gaffigan: Comedy Monster,MOVIE,2021,,70,comedy,[],,1658,3.435,6.915
Love Is Color Blind,MOVIE,2021,,115,comedy,['PH'],,661,1.829,7.1499999999999995
Jimmy Carr: His Dark Material,MOVIE,2021,,59,comedy,['GB'],,4775,4.254,7.02
Don,MOVIE,2022,,164,romance,['IN'],,6667,2.708,7.195
The Housewife & the Shah Shocker,MOVIE,2021,,48,documentation,[],,41,1.083,7.35
Death to 2021,MOVIE,2021,,60,comedy,"['GB', 'US']",,14529,8.126,6.35
Borrego,MOVIE,2022,R,102,crime,['US'],,4122,222.814,6.095000000000001
Dumb and Dumber,MOVIE,1994,PG-13,107,comedy,['US'],,379999,31.852,7.119999999999999
Little Women,MOVIE,1994,PG,115,drama,['US'],,58178,13.683,7.4413
Bubble,MOVIE,2022,PG,101,scifi,['JP'],,4597,550.643,7.02365
Image of Victory,MOVIE,2021,,128,war,['IL'],,178,2.711,7.4
Sex Appeal,MOVIE,2022,,90,comedy,['US'],,1747,286.535,6.115
Harmony From The Heart,MOVIE,2022,G,85,romance,['US'],,311,5.617,6.53
137 Shots,MOVIE,2021,R,104,documentation,[],,869,2.992,6.705
Four to Dinner,MOVIE,2022,,104,comedy,['IT'],,3130,41.83,6.484999999999999
Fresh,MOVIE,2022,R,114,thriller,['US'],,36281,36.673,6.91
Downfall: The Case Against Boeing,MOVIE,2022,R,89,documentation,['US'],,10313,25.636,7.44
The Martha Mitchell Effect,MOVIE,2022,PG,40,documentation,['US'],,,4.687,7.12
Badhaai Do,MOVIE,2022,,147,comedy,['IN'],,16685,5.054,7.199999999999999
In the Army Now,MOVIE,1994,PG,91,comedy,['US'],,13705,8.871,5.245
StarBeam: Beaming in the New Year,MOVIE,2021,,47,animation,[],,36,1.532,7.75
Home Team,MOVIE,2022,PG,95,family,['US'],,17767,72.562,6.5600000000000005
Brazen,MOVIE,2022,,94,thriller,['US'],,11753,182.054,4.755
Cem Yılmaz: Diamond Elite Platinum Plus,MOVIE,2021,,94,comedy,['TR'],,7921,2.736,6.41
The Royal Treatment,MOVIE,2022,,96,romance,['US'],,8803,83.831,6.136150000000001
American Siege,MOVIE,2022,R,90,thriller,"['CA', 'US']",,1319,356.843,4.81
Kadaseela Biriyani,MOVIE,2021,,115,drama,['IN'],,1315,1.627,7.715
The Witcher: Fireplace,MOVIE,2021,,59,,['US'],,,5.05,5.77
How I Fell in Love with a Gangster,MOVIE,2022,,179,drama,['PL'],,2248,29.595,6.515000000000001
Hey! Sinamika,MOVIE,2022,,150,drama,['IN'],,3246,3.755,6.605
Incantation,MOVIE,2022,,111,horror,['TW'],,5660,2274.044,6.93
The Witcher Season One Recap: From the Beginning,MOVIE,2021,,15,,[],,,15.189,6.49
The George McKenna Story,MOVIE,1988,,100,drama,['US'],,921,2.296,6.245
Jana Gana Mana,MOVIE,2022,,161,drama,['IN'],,9167,6.712,8.205
The Trip 6,MOVIE,2021,,97,comedy,['CO'],,180,341.163,5.385
Stuart Little 2,MOVIE,2002,G,78,comedy,['US'],,53746,32.09,5.8149999999999995
My Father's Violin,MOVIE,2022,,112,drama,['TR'],,3216,31.324,7.3
The Legend of Bhagat Singh,MOVIE,2002,,155,crime,['IN'],,16340,3.79,7.655
All Hail,MOVIE,2022,,118,drama,['AR'],,3172,84.966,6.135
Daiki Tsuneta: Tokyo Chaotic,MOVIE,2021,,89,documentation,['JP'],,19,1.853,7.4
Bahasha,MOVIE,2018,,85,drama,['TZ'],,24,,7.0
Chief Daddy 2: Going for Broke,MOVIE,2021,,112,comedy,['NG'],,144,74.519,4.5649999999999995
"The Witcher Bestiary Season 1, Part 2",MOVIE,2020,,10,documentation,['US'],,,4.216,5.32
The Characters of the Continent,MOVIE,2021,,9,documentation,['US'],,61,1.563,6.6
The Hand of God: Through the Eyes of Sorrentino,MOVIE,2021,,8,documentation,['IT'],,10,2.118,6.93
Destiny in Space,MOVIE,1994,,40,documentation,['US'],,,0.89,7.48
Into the Deep,MOVIE,1994,G,34,documentation,"['CA', 'US']",,,1.727,5.59
Uncovered,MOVIE,2019,,95,crime,['ZA'],,24,0.887,4.6
Deep Water,MOVIE,2022,R,116,drama,['US'],,34465,285.717,5.720000000000001
Tall Girl 2,MOVIE,2022,,97,comedy,['US'],,4356,52.544,5.46
No Exit,MOVIE,2022,R,96,thriller,['US'],,17535,1368.762,6.5649999999999995
The Tinder Swindler,MOVIE,2022,,114,documentation,['GB'],,61809,41.443,7.27745
Kapil Sharma: I'm Not Done Yet,MOVIE,2022,R,54,comedy,['IN'],,3950,2.109,7.46
Amandla,MOVIE,2022,,106,drama,"['CA', 'ZA']",,391,2.709,6.3100000000000005
Aziz Ansari: Nightclub Comedian,MOVIE,2022,R,29,comedy,['US'],,2235,3.061,7.015000000000001
Beast,MOVIE,2022,,162,thriller,['IN'],,30369,15.358,5.9350000000000005
Love Tactics,MOVIE,2022,,97,comedy,['TR'],,3774,56.074,6.205
Ms. Pat: Y'all Wanna Hear Something Crazy?,MOVIE,2022,R,54,comedy,['US'],,166,2.646,6.6
The Quick and the Dead,MOVIE,1995,R,107,action,"['JP', 'US']",,93767,13.056,6.675000000000001
Scooby-Doo,MOVIE,2002,PG,86,comedy,['US'],,110049,112.106,5.800000000000001
Wolf,MOVIE,1994,R,125,drama,['US'],,56071,9.726,6.345000000000001
Tyler Perry's A Madea Homecoming,MOVIE,2022,R,105,comedy,['US'],,3697,68.483,6.3149999999999995
Fistful of Vengeance,MOVIE,2022,R,94,fantasy,['US'],,6341,211.567,5.130000000000001
Erax,MOVIE,2022,PG,13,thriller,[],,,76.081,5.5
Heart Shot,MOVIE,2022,PG-13,18,romance,[],,,88.76,5.86
Forgive Us Our Trespasses,MOVIE,2022,PG-13,13,war,['US'],,,37.229,6.585
Guna 369,MOVIE,2019,,146,romance,['IN'],,19,2.278,6.1
Mo Gilligan: There's Mo to Life,MOVIE,2022,,65,comedy,[],,236,1.986,6.1899999999999995
AI Love You,MOVIE,2022,PG-13,95,scifi,['TH'],,572,95.533,5.3226
Donkeyhead,MOVIE,2022,,106,drama,[],,263,1.164,5.8
Adam by Eve: A Live in Animation,MOVIE,2022,PG-13,58,drama,['JP'],,378,3.828,6.385
Cat Burglar,MOVIE,2022,PG-13,12,animation,"['GB', 'IE']",,,2.472,6.605
Ben & Jody,MOVIE,2022,,114,action,['ID'],,222,5.486,5.765000000000001
40 Years Young,MOVIE,2022,,81,comedy,['MX'],,461,143.507,5.395
Jackass: The Movie,MOVIE,2002,R,88,comedy,['US'],,94423,25.23,6.635
Behind the Scenes With Jane Campion,MOVIE,2022,,17,documentation,['US'],,,2.958,7.3
Natural Born Killers,MOVIE,1994,R,118,thriller,['US'],,11,21.933,7.345
Restless,MOVIE,2022,R,95,thriller,"['BE', 'FR']",,4174,217.363,6.1
UFO,MOVIE,2022,,109,drama,['TR'],,784,31.008,5.505000000000001
Kongsi Raya,MOVIE,2022,,102,comedy,['MY'],,66,2.112,7.0
Ali Wong: Don Wong,MOVIE,2022,R,59,comedy,['US'],,2352,6.125,6.855
Into the Wind,MOVIE,2022,,108,comedy,['PL'],,864,24.571,5.45665
Senior Year,MOVIE,2022,R,112,comedy,['US'],,34419,232.337,5.905
The Weekend Away,MOVIE,2022,,90,thriller,['GB'],,22686,157.463,6.0
The Invisible Thread,MOVIE,2022,,90,drama,['IT'],,1704,46.282,6.91
The Takedown,MOVIE,2022,,119,action,['FR'],,5948,312.312,6.050000000000001
Choose or Die,MOVIE,2022,,85,scifi,['GB'],,18307,25.632,5.234999999999999
Ante... Sundaraniki!,MOVIE,2022,,173,comedy,['IN'],,2538,8.563,7.515000000000001
Rescued by Ruby,MOVIE,2022,,93,family,['CA'],,7485,49.137,7.25355
Whindersson Nunes: My Own Show!,MOVIE,2022,,63,comedy,['BR'],,251,3.444,7.33
Léon: The Professional,MOVIE,1994,R,111,crime,"['FR', 'US']",,1137357,51.406,8.49535
Tough Guys,MOVIE,1986,PG,104,crime,['US'],,7225,10.521,6.255000000000001
The Cat Rescuers,MOVIE,2018,,87,documentation,['XX'],,62,2.485,7.4
My Best Friend Anne Frank,MOVIE,2021,PG-13,103,drama,['NL'],,4035,14.03,6.57
Taylor Tomlinson: Look at You,MOVIE,2022,,60,comedy,[],,2008,5.174,7.525
Persuasion,MOVIE,2022,PG,107,romance,"['GB', 'US']",,,127.205,6.4
Surviving Paradise: A Family Tale,MOVIE,2022,,78,documentation,"['GB', 'US']",,612,47.257,7.22
Too Old for Fairy Tales,MOVIE,2022,,106,comedy,[],,34,8.449,6.43
The Lockdown Plan,MOVIE,2020,,49,,[],,,,6.5
OLIVIA RODRIGO: driving home 2 u (a SOUR film),MOVIE,2022,PG-13,76,music,['US'],,525,9.515,7.53
11M,MOVIE,2022,,92,documentation,['ES'],,1868,24.139,6.772
Toolsidas Junior,MOVIE,2022,,130,drama,['IN'],,1783,3.468,7.4
Blippi The Musical,MOVIE,2022,G,60,music,[],,,2.219,
Night Drive,MOVIE,2022,,118,thriller,['IN'],,,1.838,8.02
Chappelle's Home Team - Earthquake: Legendary,MOVIE,2022,R,36,comedy,[],,588,3.399,6.695
The Next Karate Kid,MOVIE,1994,PG,107,action,['US'],,30422,20.185,5.1431000000000004
Mike Epps: Indiana Mike,MOVIE,2022,,58,comedy,[],,224,1.89,3.5
Jeff Foxworthy: The Good Old Days,MOVIE,2022,,60,comedy,[],,418,2.434,6.609999999999999
She's Gotta Have It,MOVIE,1986,R,84,romance,['US'],,14472,7.416,6.86815
"From Meir, to Meir",MOVIE,2021,,62,documentation,['EG'],,,0.694,
Without Saying Goodbye,MOVIE,2022,,96,romance,"['ES', 'PE']",,2446,93.966,6.59
The Emigrant,MOVIE,1994,,129,drama,"['EG', 'FR']",,1015,1.4,6.45
Hum Aapke Hain Koun..!,MOVIE,1994,,206,drama,['IN'],,21123,6.314,7.175000000000001
Battle: Freestyle,MOVIE,2022,,88,drama,['NO'],,382,88.676,4.99
"Michela Giraud: The Truth, I Swear!",MOVIE,2022,,60,comedy,['IT'],,68,3.737,5.545
In Good Hands,MOVIE,2022,,104,drama,['TR'],,2618,8.29,6.3149999999999995
Trust No One: The Hunt for the Crypto King,MOVIE,2022,R,90,documentation,['GB'],,4444,24.834,6.35
The House,MOVIE,2022,,31,thriller,['GB'],,9535,8.347,7.1
Av: The Hunt,MOVIE,2021,,86,thriller,['TR'],,344,5.264,5.95
The Wrath of God,MOVIE,2022,,97,thriller,['AR'],,2800,445.767,6.27275
Hikaru Utada - Live Sessions From Air Studios,MOVIE,2022,,60,music,[],,,1.416,
Dancing on Glass,MOVIE,2022,,137,drama,['ES'],,705,104.044,6.085
Starkeisha,MOVIE,2022,,33,fantasy,[],,,1.189,7.3
Wyatt Earp,MOVIE,1994,PG-13,191,western,['US'],,50774,14.677,6.88795
The Banger Sisters,MOVIE,2002,R,98,comedy,['US'],,16620,11.706,5.82
The Flintstones,MOVIE,1994,PG,91,fantasy,['US'],,80718,66.316,5.335
Mishan Impossible,MOVIE,2022,,129,thriller,['IN'],,691,2.884,7.140000000000001
Celeb Five: Behind the Curtain,MOVIE,2022,,55,comedy,['KR'],,29,1.674,5.1
Anjaam,MOVIE,1994,,137,romance,['IN'],,6532,3.806,6.994999999999999
Half Past Dead,MOVIE,2002,PG-13,98,thriller,"['DE', 'US']",,15740,12.906,5.140000000000001
Return to Space,MOVIE,2022,,128,documentation,['US'],,4087,19.791,6.9399999999999995
White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,R,88,documentation,['US'],,4124,5.038,6.005000000000001
The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,R,101,documentation,['US'],,3978,89.61,6.4350000000000005
The Turning Point,MOVIE,2021,,90,drama,['IT'],,621,5.561,6.5649999999999995
Crush,MOVIE,2022,,92,comedy,['US'],,2219,611.634,6.835
David Spade: Nothing Personal,MOVIE,2022,,66,comedy,[],,697,2.527,5.965
The Taming of the Shrewd,MOVIE,2022,,112,romance,['PL'],,836,9.926,5.045
Broken Idol: The Undoing of Diomedes Díaz,MOVIE,2022,R,102,documentation,['CO'],,178,36.234,6.94985
Silverton Siege,MOVIE,2022,PG-13,100,action,['ZA'],,3434,230.111,6.525
John Q,MOVIE,2002,PG-13,116,drama,['US'],,133215,32.229,7.2044500000000005
Ronny Chieng: Speakeasy,MOVIE,2022,,60,comedy,['US'],,1146,3.056,6.4399999999999995
Honeymoon With My Mother,MOVIE,2022,,110,comedy,['ES'],,2660,78.984,6.2035
Operation Romeo,MOVIE,2022,,135,drama,['IN'],,642,3.913,5.984999999999999
Rumspringa,MOVIE,2022,,102,drama,['DE'],,822,6.065,5.715
Hold Your Breath: The Ice Dive,MOVIE,2022,,40,documentation,[],,,28.07,7.03
365 Days: This Day,MOVIE,2022,NC-17,111,romance,['PL'],,16587,449.292,4.359999999999999
Oprah + Viola: A Netflix Special Event,MOVIE,2022,,48,documentation,['US'],,319,3.035,7.565
Bonnie and Clyde,MOVIE,1967,R,110,crime,['US'],,112048,15.687,7.725
Motu Patlu: Deep Sea Adventure,MOVIE,2014,,75,comedy,['IN'],,,0.879,
Thar,MOVIE,2022,,108,action,['IN'],,4703,4.937,6.609999999999999
All About Gila,MOVIE,2022,,76,comedy,[],,79,2.75,5.12
