title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm
Buddies,MOVIE,"A road movie that shows the simple things in life in a poetic light through the eyes of three young people with Down syndrome, who love movies and work at the video library of the institution where they have always lived in. One day, inspired by the movie ""Thelma & Louise"", they decide to run away using the gardener's old car to have a freedom experience. They travel to uncommon places in search for three simple wishes: Stalone wants to see the sea, Aninha looks for a husband and Marcio needs to fly. During this search, they embark on several adventures as if life was just a children's play",2013,,94,"['action', 'comedy', 'documentation', 'drama', 'european']",['BR'],,6.5,1082,3.198,7.21,"['comedy', 'drama']",5.0,1.0,6.855,-0.71,0.7222861313447724,0.9867304319114597,0.8229586845958118
Khoobsurat,MOVIE,"A vibrant, hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her – and is engaged to someone else.",2014,PG,130,"['comedy', 'romance']",['IN'],,6.4,8464,6.343,7.0885,"['comedy', 'romance']",2.0,1.0,6.74425,-0.6884999999999994,0.7767652088457677,0.9216856422869464,0.5541555485764685
Sammy & Co,SHOW,"A series following the story of young turtles, Ricky and Ella, and their friends, Annabel the Octopus and Pipo the Butterfly Fish. Within the many fun, exciting adventures, we learn that life underwater is quite similar to life on earth and likewise, things rarely go as planned! Even if they live with the wise Sammy in the safe happy setting of a warm reef, our little turtles – just like little kids – won’t be able to resist the appeal of the big blue ocean!",2014,TV-PG,15,"['animation', 'european']",['US'],2,5.7,31,1.96,7.57,"['animation', 'european']",2.0,1.0,6.635,-1.87,0.9100415678856913,0.5545224005796812,0.6759702656959721
The Perfect Dictatorship,MOVIE,"TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Governor Vargas worried about his political future, decides to clean his image and negotiates a billionaire secret agreement with the owners of the TV Corporation. Carlos Rojo, an ambitious young news producer, and Ricardo Diaz, TV network star reporter, are responsible for making a dirty campaign to change the image the public has of the corrupt Governor and make him, at any cost, a political star and a great presidential candidate. Mexican Television believes that democracy is a farce and has already placed one President... Will they do it again?",2014,,143,"['comedy', 'drama']",['MX'],,7.2,5432,15.244,7.4799999999999995,"['comedy', 'drama']",2.0,1.0,7.34,-0.27999999999999936,0.676586758987894,0.9821845086248843,0.40979224866966824
Bride for Rent,MOVIE,"On the eve of his 25th birthday, the day he’s set to receive money from his trust fund, Rocco (Xian Lim) parties, gets drunk and loses all his money on a poker match. His dilemma: He has to produce the amount, otherwise he will lose the client he needs to defeat his father’s TV commercial production company.  Meanwhile, Rocky (Kim Chiu) also needs money to pay the rent, otherwise her family will be homeless.  There’s only one way for Rocco to be able to get money from his trust fund: Fulfill the conditions set by his grandmother and that is to get married.  Rocky agrees to act as Rocco’s pseudo wife in exchange for a “talent fee.” They seal the deal.  As they live like a married couple, Rocco and Rocky face one problem after another, forcing them with no alternative but to reconcile their differences and work with each other. Complication arises when they start to feel for each other, with their bond getting closer.",2014,,115,"['comedy', 'romance']",['PH'],,6.4,601,2.354,7.75,"['comedy', 'romance']",2.0,1.0,7.075,-1.3499999999999996,0.7767652088457677,0.9891759800800156,0.5013732866022709
Selfie,MOVIE,"Yasmine , Roxi and Ana run away to the seaside two days before their finals to have the time of their lives.",2014,,123,"['comedy', 'documentation', 'drama', 'european']",['RO'],,6.0,1671,2.164,6.67,"['comedy', 'documentation']",4.0,1.0,6.335,-0.6699999999999999,0.7409727058913512,0.9985482214954849,0.7460319357901763
Chashme Baddoor,MOVIE,"Siddharth, Omi, and Jai are close friends and roommates who are studying at Delhi University. Siddharth has completed M.A in Economics and is preparing for Ph.D. Siddharth is very studious and spends most of his time with books whereas Omi and Jai are busy in chasing girls, watching movies or dramas; only common thing among them is smoking. One day Omi and Jai see a girl who is new to their neighborhood and try to impress her by their tricks; they give up when both of them experience shameful events. After some days, Neha shows up as Chamko washing powder salesgirl to their flat, upon seeing whom Jai and Omi hide quickly. Siddharth sees Neha for the first time and a love story begins. But when his two friends find out, they decide to put an end to their relationship as a revenge to the embarrassment inflicted upon them by the girl. Initially, they succeed in separating Siddharth and Neha but later on repent",2013,,120,"['comedy', 'drama']",['IN'],,5.4,5148,2.874,5.05,"['comedy', 'drama']",2.0,1.0,5.225,0.35000000000000053,0.676586758987894,0.9216856422869464,0.4533907453631428
Bombay Talkies,MOVIE,One hundred years of Hindi cinema is celebrated in four short stories showcasing the power of film.,2013,PG-13,127,"['drama', 'romance']",['IN'],,6.6,5402,4.389,6.85,"['drama', 'romance']",2.0,1.0,6.725,-0.25,0.7809468902141508,0.9216856422869464,0.5541555482618791
Humpty Sharma Ki Dulhania,MOVIE,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2.5 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",2014,PG,133,"['comedy', 'drama', 'romance']",['IN'],,6.0,12969,6.707,6.76,"['comedy', 'drama']",3.0,1.0,6.38,-0.7599999999999998,0.6961172323212071,0.9216856422869464,0.19898672289409075
Ragini MMS 2,MOVIE,A sleazy film director's decision to shoot his latest erotic horror movie in a notorious haunted house angers the vengeful spirit of its past inhabitant.,2014,PG-13,120,['horror'],['IN'],,3.9,2903,3.17,4.869999999999999,['horror'],1.0,1.0,4.385,-0.9699999999999993,0.9475040196889599,0.9216856422869464,0.8229586833416256
Mission Blue,MOVIE,"Feature documentary about legendary oceanographer, marine biologist, environmentalist and National Geographic Explorer-in-Residence Sylvia Earle, and her campaign to create a global network of protected marine sanctuaries",2014,PG,94,"['documentation', 'drama']",['US'],,7.9,1991,4.029,7.75,"['documentation', 'drama']",2.0,1.0,7.825,0.15000000000000036,0.7817757538390906,0.5545224005796812,0.554155548659171
Chennai Express,MOVIE,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.",2013,PG-13,141,"['action', 'comedy', 'drama', 'romance']",['IN'],,6.0,53939,8.622,6.9399999999999995,"['drama', 'romance']",4.0,1.0,6.47,-0.9399999999999995,0.6916086306581569,0.9216856422869464,0.5541555503185481
Silent,MOVIE,A duo of street performers learns how sound and picture work together to create amazing cinema experiences.,2014,,3,"['action', 'animation', 'family']",['US'],,,,3.596,7.3,"['animation', 'family']",3.0,1.0,7.3,,0.8604869414959259,0.5545224005796812,0.8229586832982723
The Meaning of Monty Python,MOVIE,"A discussion between John Cleese, Michael Palin, Eric Idle, Terry Gilliam and Terry Jones about their film The Meaning of Life",2013,,60,['documentation'],['US'],,,,2.898,7.75,['documentation'],1.0,1.0,7.75,,0.8829181764295086,0.5545224005796812,0.3342529502992498
Saheb Biwi Aur Gangster Returns,MOVIE,"The Royal Scandal, the war for power and fight for money continues with the return of Saheb Biwi Aur Gangster. Aditya Pratap Singh (Jimmy Sheirgill) is crippled and is trying to recover from the physical disability and his wifes betrayal. The lover cum seductress Madhavi Devi (Mahie Gill) is now an MLA, her relationship with Aditya may have broken to shambles but her relation with alcohol is deep, dark and daunting. Indarjeet Singh, a ragged prince who has lost everything but his pride, pledges to get back his familys respect which was once destroyed by Adityas ancestors. Ranjana is a modern ambitious girl who is madly in love with Indarjeet Singh (Irrfan Khan). The story takes a new turn when Aditya falls in love with Ranjana and forces Birendra (Raj Babbar) her father, for their marriage. In this game of live chess between Saheb, Biwi and Gangster, the winner, the survivor takes it all.",2013,,142,"['action', 'crime', 'drama', 'thriller']",['IN'],,6.7,3997,3.099,7.119999999999999,"['action', 'crime']",4.0,1.0,6.91,-0.41999999999999904,0.7487047962481351,0.9216856422869464,0.1448109884046453
Raja Natwarlal,MOVIE,"Based on the story of a notorious real-life con man, this twisty Bollywood thriller revolves around cunning fraudster Raja Natwarlal, who pulls off a series of two-bit scams in Mumbai on his way to a big swindle. A small-time con man wants to get into the big leagues and take on a Goliath in the world of scams.",2014,PG,141,"['crime', 'thriller']",['IN'],,6.1,4311,2.473,6.9399999999999995,"['crime', 'thriller']",2.0,1.0,6.52,-0.8399999999999999,0.8488702049985105,0.9216856422869464,0.5013732878113912
My Beautiful Broken Brain,MOVIE,"A profoundly personal voyage into the complexity, fragility and wonder of the human brain, after Lotje Sodderland miraculously survives a hemorrhagic stroke and finds herself starting again in an alien world, bereft of language and logic. This feature documentary takes us on a genre-twisting tale that is by turns excruciating and exquisite - from the devastating consequences of a first-time neurological experiment, through to the extraordinary revelations of her altered sensory perception.",2014,,84,['documentation'],['GB'],,7.0,2286,3.201,7.39,['documentation'],1.0,1.0,7.195,-0.3899999999999997,0.8829181764295086,0.9307862760908432,0.3016412634580357
Jim Gaffigan: Obsessed,MOVIE,"Jim Gaffigan bursts back on the scene with this eagerly anticipated fourth comedy special. Dubbed the ""King of Clean Comedy"" by The Wall Street Journal, Jim's obsession with all things food comes to fruition on Obsessed as he tackles a cornucopia of new food topics from fruit to seafood to donuts. Get ready for 70 minutes of non-stop laughs at Jim's twisted-yet-enlightened observations on the seemingly mundane topics that have made him a fixture in the comedy world for audiences of all ages.",2014,,70,"['comedy', 'documentation']",['US'],,7.6,2244,3.499,7.4799999999999995,"['comedy', 'documentation']",2.0,1.0,7.539999999999999,0.1200000000000001,0.7773926129874297,0.5545224005796812,0.4533907455886539
Jeff Dunham: All Over the Map,MOVIE,"Jeff Dunham and his iconic creations, Achmed, Walter, Peanut, and Bubba J. have embarked on an unprecedented world tour through five continents, logging almost 100,000 miles and starring in arenas where few American comedians have dared to perform. Tell the wrong joke in Singapore or United Arab Emirates and risk being handcuffed before you ever leave the stage. Bring Achmed the Dead Terrorist on stage in Malaysia after a government warning forbidding his presence, and you may never leave Kuala Lumpur. While Dunham crafts pop culture references that can excite a local audience upon entering each country, Jeff shows that humor is truly universal. Most of the time.",2014,PG-13,41,['comedy'],"['AE', 'GB', 'IE', 'IL', 'IS', 'NO', 'ZA']",,7.1,854,1.512,5.95,['comedy'],1.0,7.0,6.525,1.1499999999999995,0.7743576575786824,0.9780238653417418,0.24526100116779442
Eyes of a Thief,MOVIE,A father with a dangerous secret searching for his daughter.,2014,,98,['drama'],['PS'],,6.6,450,1.103,5.5,['drama'],1.0,1.0,6.05,1.0999999999999996,0.7665544751910898,0.9981372977519195,0.4533907460179335
Miss Granny,MOVIE,An unappreciated old granny magically turns 20 years old again and decides to make the most of her newfound youth.,2014,,124,"['comedy', 'drama', 'family', 'fantasy', 'music']",['KR'],,7.2,3508,6.475,7.660000000000001,"['comedy', 'drama']",5.0,1.0,7.430000000000001,-0.46000000000000085,0.7891705402675697,0.9686905083549058,0.5541555492786292
Aziz Ansari: Buried Alive,MOVIE,"Standup comedian Aziz Ansari (""Parks and Recreation"") headlines his third standup special, where he shares his uniquely hilarious perspective on fears of adulthood, babies, marriage, and more. Ansari's look at life on the cusp of 30 years old is smart, unfiltered, and hysterical.",2013,,79,"['comedy', 'documentation']",['US'],,7.2,3998,5.417,7.3,"['comedy', 'documentation']",2.0,1.0,7.25,-0.09999999999999964,0.7773926129874297,0.5545224005796812,0.4533907465959548
Print the Legend,MOVIE,3D printing is changing the world – from printing guns and human organs to dismantling the world’s industrial infrastructure by enabling home manufacturing. The 3D Printing revolution has begun. Who will make it?,2014,,100,"['documentation', 'drama', 'history']",['US'],,7.0,1967,4.769,7.03,"['documentation', 'drama']",3.0,1.0,7.015000000000001,-0.03000000000000025,0.8385179300100464,0.5545224005796812,0.45339074674015084
The Butterfly's Dream,MOVIE,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.",2013,PG-13,138,"['drama', 'history', 'romance']",['TR'],,7.7,22191,5.576,7.57,"['drama', 'history']",3.0,1.0,7.635,0.1299999999999999,0.8407510241279319,0.9890021293041642,0.33425295078103734
